Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTIGN,500700,868574042918081,,2,0,0,236,2687.9,-73.684077,5.143528,20260601113114,732,101,13B0,67C81D3,6,220100,12,4259:23:02,63271.8,20260601113118,1F3A$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,236,2687.9,-73.684077,5.143528,20260601113114,732,101,13B0,67C81D3,6,220100,12,20260601113118,1F3B$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,0,1,1,0,236,2687.9,-73.684077,5.143528,20260601113118,732,101,13B0,67C81D3,4,12,63271.8,20260601113118,1F3C$,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,1,1,1,0,236,2687.9,-73.684077,5.143528,20260601113118,732,101,13B0,67C81D3,4,12,63271.8,20260601113118,1F3D$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,236,2687.9,-73.684077,5.143528,20260601113118,732,101,13B0,67C81D3,4,12,63271.8,4259:23:02,,,100,220100,,,,20260601113118,1F3E$
+RESP:GTSTT,500700,868574042918081,,21,0,0,236,2687.9,-73.684077,5.143528,20260601113127,732,101,13B0,67C81D3,6,210100,12,20260601113128,1F3F$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,236,2687.9,-73.684077,5.143528,20260601113127,732,101,13B0,67C81D3,6,220100,12,20260601113128,1F40$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,21,0,0,236,2687.9,-73.684077,5.143528,20260601113218,732,101,13B0,67C81D3,6,210100,12,20260601113219,1F41$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,236,2687.9,-73.684077,5.143528,20260601113218,732,101,13B0,67C81D3,4,12,63271.8,4259:24:02,,,100,210100,,,,20260601113221,1F42$
+RESP:GTSTT,500700,868574042918081,,22,0,0,236,2687.9,-73.684077,5.143528,20260601113306,732,101,13B0,67C81D3,6,220100,12,20260601113308,1F43$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,236,2687.9,-73.684077,5.143528,20260601113318,732,101,13B0,67C81D2,4,12,63271.8,4259:25:02,,,100,220100,,,,20260601113321,1F44$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,50,2681.2,-73.683873,5.143757,20260601113418,732,101,13B0,67C81D2,4,12,63271.8,4259:26:02,,,100,220100,,,,20260601113421,1F45$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,10.7,98,2681.5,-73.683851,5.143733,20260601113430,732,101,13B0,67C8AC4,4,12,63271.8,4259:26:12,,,100,220100,,,,20260601113431,1F46$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,18.9,145,2681.1,-73.683649,5.143452,20260601113439,732,101,13B0,67C8AC4,4,12,63271.8,4259:26:22,,,100,220100,,,,20260601113439,1F47$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,10.1,94,2690.8,-73.682933,5.142596,20260601113518,732,101,13B0,67C8AC4,4,12,63272,4259:27:02,,,100,220100,,,,20260601113521,1F48$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2692.7,-73.682675,5.142732,20260601113618,732,101,13B0,67C8AC4,4,12,63272,4259:28:02,,,100,220100,,,,20260601113621,1F49$
+RESP:GTSTT,500700,868574042918081,,21,0,0,58,2692.7,-73.682675,5.142732,20260601113642,732,101,13B0,67C8AC4,6,210100,12,20260601113642,1F4A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2692.7,-73.682675,5.142732,20260601113718,732,101,13B0,67C8AC4,4,12,63272,4259:29:02,,,100,210100,,,,20260601113721,1F4B$
+RESP:GTSTT,500700,868574042918081,,22,0,0,58,2692.7,-73.682675,5.142732,20260601113803,732,101,13B0,67C8AC4,6,220100,12,20260601113806,1F4C$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2692.7,-73.682675,5.142732,20260601113818,732,101,13B0,67C8AC4,4,12,63272,4259:30:02,,,100,220100,,,,20260601113821,1F4D$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,6.9,345,2695.8,-73.682252,5.143055,20260601113851,732,101,13B0,67C8AC4,4,12,63272.1,4259:30:32,,,100,220100,,,,20260601113851,1F4E$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,10.4,325,2689.2,-73.682552,5.143516,20260601113918,732,101,13B0,67C8AC4,4,12,63272.1,4259:31:02,,,100,220100,,,,20260601113921,1F4F$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,8.7,325,2680.1,-73.683237,5.144494,20260601114018,732,101,13B0,67C81D2,4,12,63272.3,4259:32:02,,,100,220100,,,,20260601114021,1F50$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,8,271,2672.8,-73.683874,5.145204,20260601114048,732,101,13B0,67C81D2,4,12,63272.4,4259:32:32,,,100,220100,,,,20260601114048,1F51$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,15.1,259,2674.5,-73.684736,5.144766,20260601114118,732,101,13B0,67C81D2,4,12,63272.5,4259:33:02,,,100,220100,,,,20260601114121,1F52$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,14.3,297,2678.9,-73.685444,5.144567,20260601114139,732,101,13B0,67C81D2,4,12,63272.6,4259:33:22,,,100,220100,,,,20260601114139,1F53$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,12.6,5,2676.8,-73.685665,5.145078,20260601114157,732,101,13B0,67C81D2,4,12,63272.6,4259:33:37,,,100,220100,,,,20260601114157,1F54$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,14.6,53,2675.9,-73.685405,5.145262,20260601114206,732,101,13B0,67C81D2,4,12,63272.7,4259:33:47,,,100,220100,,,,20260601114206,1F55$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,11.5,50,2673.5,-73.685073,5.145501,20260601114218,732,101,13B0,67C81D2,4,12,63272.7,4259:34:02,,,100,220100,,,,20260601114221,1F56$
+RESP:GTSTT,500700,868574042918081,,21,0,0,58,2672.6,-73.684427,5.145901,20260601114315,732,101,13B0,67C81D2,6,210100,12,20260601114318,1F57$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114318,732,101,13B0,67C81D2,4,12,63272.8,4259:35:02,,,100,210100,,,,20260601114321,1F58$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114418,732,101,13B0,67C81D2,4,12,63272.8,4259:36:02,,,100,210100,,,,20260601114421,1F59$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114518,732,101,13B0,67C81D2,4,12,63272.8,4259:37:02,,,100,210100,,,,20260601114521,1F5A$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114618,732,101,13B0,67C81D2,4,12,63272.8,4259:38:02,,,100,210100,,,,20260601114621,1F5B$
+RESP:GTSTT,500700,868574042918081,,22,0,0,58,2672.6,-73.684427,5.145901,20260601114642,732,101,13B0,67C81D2,6,220100,12,20260601114645,1F5C$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,21,0,0,58,2672.6,-73.684427,5.145901,20260601114715,732,101,13B0,67C81D2,6,210100,12,20260601114716,1F5D$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114718,732,101,13B0,67C81D2,4,12,63272.8,4259:39:02,,,100,210100,,,,20260601114721,1F5E$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114818,732,101,13B0,67C81D2,4,12,63272.8,4259:40:02,,,100,210100,,,,20260601114821,1F5F$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,58,2672.6,-73.684427,5.145901,20260601114918,732,101,13B0,67C81D2,4,12,63272.8,4259:41:02,,,100,210100,,,,20260601114921,1F60$
+RESP:GTSTT,500700,868574042918081,,22,0,0,58,2672.6,-73.684427,5.145901,20260601114948,732,101,13B0,67C81D2,6,220100,12,20260601114951,1F61$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,11,1,1,5,1,2679.4,-73.684418,5.145987,20260601115000,732,101,13B0,67C81D2,4,12,63272.8,4259:41:42,,,100,220100,,,,20260601115000,1F62$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,8.2,323,2674.1,-73.684584,5.146278,20260601115018,732,101,13B0,67C81D2,4,12,63272.8,4259:42:02,,,100,220100,,,,20260601115021,1F63$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,9,288,2668.1,-73.684888,5.146611,20260601115042,732,101,13B0,67C81D2,4,12,63272.9,4259:42:22,,,100,220100,,,,20260601115042,1F64$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,9.5,239,2666.7,-73.685006,5.146514,20260601115048,732,101,13B0,67C81D2,4,12,63272.9,4259:42:32,,,100,220100,,,,20260601115048,1F65$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,13.3,239,2669.2,-73.685689,5.146143,20260601115118,732,101,13B0,67C81D2,4,12,63273,4259:43:02,,,100,220100,,,,20260601115121,1F66$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,14.7,233,2671.8,-73.687577,5.144784,20260601115218,732,101,13B0,67C81D4,4,12,63273.3,4259:44:02,,,100,220100,,,,20260601115221,1F67$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,15,230,2674.9,-73.689332,5.143527,20260601115318,732,101,13B0,67C81D4,4,12,63273.5,4259:45:02,,,100,220100,,,,20260601115321,1F68$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2676.3,-73.689783,5.14307,20260601115418,732,101,13B0,67C81D3,4,12,63273.5,4259:46:02,,,100,220100,,,,20260601115421,1F69$
+RESP:GTSTT,500700,868574042918081,,21,0,0,221,2676.3,-73.689783,5.14307,20260601115515,732,101,13B0,67C81D3,6,210100,12,20260601115518,1F6A$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,221,2676.3,-73.689783,5.14307,20260601115518,732,101,13B0,67C81D3,6,220100,12,20260601115520,1F6B$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2676.3,-73.689783,5.14307,20260601115518,732,101,13B0,67C81D3,4,12,63273.5,4259:47:02,,,100,220100,,,,20260601115521,1F6C$
+RESP:GTSTT,500700,868574042918081,,21,0,0,221,2676.3,-73.689783,5.14307,20260601115551,732,101,13B0,67C81D3,6,210100,12,20260601115551,1F6D$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,221,2676.3,-73.689783,5.14307,20260601115600,732,101,13B0,67C81D3,6,220100,12,20260601115600,1F6E$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2676.3,-73.689783,5.14307,20260601115618,732,101,13B0,67C81D3,4,12,63273.5,4259:48:02,,,100,220100,,,,20260601115621,1F6F$
+RESP:GTIGF,500700,868574042918081,,1535,0,0,221,2676.3,-73.689783,5.14307,20260601115651,732,101,13B0,67C81D3,6,120000,12,4259:48:37,63273.5,20260601115653,1F70$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,12,0,0,221,2676.3,-73.689783,5.14307,20260601115651,732,101,13B0,67C81D3,6,120000,12,20260601115653,1F71$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,0,1,1,0,221,2676.3,-73.689783,5.14307,20260601115656,732,101,13B0,67C81D3,4,12,63273.5,20260601115656,1F72$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2676.3,-73.689783,5.14307,20260601115656,732,101,13B0,67C81D3,4,12,63273.5,4259:48:37,,,100,120000,,,,20260601115656,1F73$
+RESP:GTSTT,500700,868574042918081,,11,0,0,221,2676.3,-73.689783,5.14307,20260601115656,732,101,13B0,67C81D3,6,110000,12,20260601115722,1F74$,,,,,,,,,,
+RESP:GTIGN,500700,868574042918081,,326,0,0,221,2676.3,-73.689783,5.14307,20260601115656,732,101,13B0,67C81D3,6,220100,12,4259:48:37,63273.5,20260601120219,1F75$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,221,2676.3,-73.689783,5.14307,20260601115656,732,101,13B0,67C81D3,6,220100,12,20260601120219,1F76$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,1,1,1,0,221,2654,-73.689956,5.143152,20260601120233,732,101,13B0,67C81D3,4,12,63273.5,20260601120233,1F77$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2654,-73.689956,5.143152,20260601120233,732,101,13B0,67C81D3,4,12,63273.5,4259:48:47,,,100,220100,,,,20260601120233,1F78$
+RESP:GTSTT,500700,868574042918081,,21,0,0,221,2654,-73.689956,5.143152,20260601120249,732,101,13B0,67C81D3,6,210100,12,20260601120253,1F79$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,221,2654,-73.689956,5.143152,20260601120324,732,101,13B0,67C81D3,6,220100,12,20260601120325,1F7A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,221,2654,-73.689956,5.143152,20260601120327,732,101,13B0,67C81D3,4,12,63273.5,4259:49:47,,,100,220100,,,,20260601120332,1F7B$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,14.6,61,2672.5,-73.689164,5.142986,20260601120415,732,101,13B0,67C81D3,4,12,63273.7,4259:50:32,,,100,220100,,,,20260601120415,1F7C$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,14,59,2674.4,-73.688794,5.143194,20260601120427,732,101,13B0,67C81D3,4,12,63273.7,4259:50:47,,,100,220100,,,,20260601120432,1F7D$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,8.9,61,2676.1,-73.68723,5.144125,20260601120527,732,101,13B0,67C81D3,4,12,63273.9,4259:51:47,,,100,220100,,,,20260601120532,1F7E$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,10.7,60,2676.3,-73.685754,5.145021,20260601120627,732,101,13B0,67C81D2,4,12,63274.1,4259:52:47,,,100,220100,,,,20260601120632,1F7F$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,12.8,55,2674.3,-73.684069,5.146149,20260601120727,732,101,13B0,67C81D2,4,12,63274.3,4259:53:47,,,100,220100,,,,20260601120732,1F80$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,13.1,59,2662,-73.682478,5.14718,20260601120827,732,101,13B0,67C8AC4,4,12,63274.6,4259:54:47,,,100,220100,,,,20260601120832,1F81$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,14.8,59,2655.7,-73.680691,5.148289,20260601120927,732,101,13B0,67C8AC4,4,12,63274.8,4259:55:47,,,100,220100,,,,20260601120932,1F82$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,13.1,359,2655.6,-73.679821,5.149059,20260601121000,732,101,13B0,67C8AC4,4,12,63274.9,4259:56:17,,,100,220100,,,,20260601121000,1F83$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,9.3,37,2654.6,-73.679961,5.149691,20260601121027,732,101,13B0,67C81D2,4,12,63275,4259:56:47,,,100,220100,,,,20260601121032,1F84$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,37.7,66,2657.5,-73.676332,5.15114,20260601121127,732,101,13B0,67CB9F3,4,12,63275.5,4259:57:47,,,100,220100,,,,20260601121132,1F85$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,41,61,2655.5,-73.670825,5.154125,20260601121227,732,101,13B0,67CB9F3,4,12,63276.2,4259:58:47,,,100,220100,,,,20260601121232,1F86$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,39.5,64,2656.3,-73.66508,5.156741,20260601121329,732,101,13B0,67CB9F3,4,12,63276.8,4259:59:47,,,100,220100,,,,20260601121332,1F87$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,43.4,55,2665.1,-73.659363,5.16024,20260601121429,732,101,13B0,67CB9F3,4,12,63277.6,4260:00:47,,,100,220100,,,,20260601121432,1F88$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,5.3,89,2667.8,-73.656325,5.161867,20260601121505,732,101,13B0,67CB9F3,4,12,63278,4260:01:22,,,100,220100,,,,20260601121505,1F89$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,7.8,135,2667.6,-73.65629,5.161819,20260601121511,732,101,13B0,67CB9F3,4,12,63278,4260:01:27,,,100,220100,,,,20260601121511,1F8A$
+RESP:GTFRI,500700,868574042918081,,,10,1,1,4,142,2667.8,-73.656162,5.161592,20260601121529,732,101,13B0,67CB9F3,4,12,63278,4260:01:47,,,100,220100,,,,20260601121532,1F8B$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,5.1,195,2669.4,-73.656094,5.161387,20260601121547,732,101,13B0,67CB9F3,4,12,63278,4260:02:02,,,100,220100,,,,20260601121547,1F8C$
+RESP:GTSTT,500700,868574042918081,,21,0,0,195,2668.8,-73.656115,5.161367,20260601121620,732,101,13B0,67CB9F3,6,210100,12,20260601121621,1F8D$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,195,2668.8,-73.656115,5.161367,20260601121623,732,101,13B0,67CB9F3,6,220100,12,20260601121623,1F8E$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,195,2668.8,-73.656115,5.161367,20260601121629,732,101,13B0,67CB9F3,4,12,63278,4260:02:47,,,100,220100,,,,20260601121632,1F8F$
+RESP:GTFRI,500700,868574042918081,,,11,1,1,6.3,253,2670.3,-73.656168,5.161325,20260601121644,732,101,13B0,67CB9F3,4,12,63278,4260:03:02,,,100,220100,,,,20260601121644,1F90$
+RESP:GTIGF,500700,868574042918081,,900,0,0,161,2667.7,-73.656255,5.16124,20260601121717,732,101,13B0,67C81D2,6,120000,12,4260:03:38,63278,20260601121719,1F91$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,12,0,0,161,2667.7,-73.656255,5.16124,20260601121717,732,101,13B0,67C81D2,6,120000,12,20260601121719,1F92$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,0,1,1,0,161,2667.7,-73.656255,5.16124,20260601121722,732,101,13B0,67C81D2,4,12,63278,20260601121722,1F93$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,161,2667.7,-73.656255,5.16124,20260601121722,732,101,13B0,67C81D2,4,12,63278,4260:03:38,,,100,120000,,,,20260601121722,1F94$
+RESP:GTSTT,500700,868574042918081,,11,0,0,161,2667.7,-73.656255,5.16124,20260601121722,732,101,13B0,67CB9F3,6,110000,12,20260601121807,1F95$,,,,,,,,,,
+RESP:GTIGN,500700,868574042918081,,990,0,0,161,2667.7,-73.656255,5.16124,20260601121722,732,101,13B0,67CB9F3,6,220100,12,4260:03:38,63278,20260601123349,1F96$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,161,2667.7,-73.656255,5.16124,20260601121722,732,101,13B0,67CB9F3,6,220100,12,20260601123349,1F97$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,1,1,1,3.8,263,2653.3,-73.656326,5.161141,20260601123357,732,101,13B0,67CB9F3,4,12,63278.1,20260601123357,1F98$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,3.8,263,2653.3,-73.656326,5.161141,20260601123357,732,101,13B0,67CB9F3,4,12,63278.1,4260:03:43,,,100,220100,,,,20260601123357,1F99$
+RESP:GTSTT,500700,868574042918081,,21,0,0,263,2655,-73.656316,5.161137,20260601123426,732,101,13B0,67CB9F3,6,210100,12,20260601123428,1F9A$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,263,2655,-73.656316,5.161137,20260601123449,732,101,13B0,67C81D2,6,220100,12,20260601123450,1F9B$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,263,2655,-73.656316,5.161137,20260601123452,732,101,13B0,67C81D2,4,12,63278.1,4260:04:43,,,100,220100,,,,20260601123455,1F9C$
+RESP:GTSTT,500700,868574042918081,,21,0,0,263,2655,-73.656316,5.161137,20260601123519,732,101,13B0,67CB9F3,6,210100,12,20260601123522,1F9D$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,263,2655,-73.656316,5.161137,20260601123537,732,101,13B0,67C81D2,6,220100,12,20260601123540,1F9E$,,,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,263,2655,-73.656316,5.161137,20260601123552,732,101,13B0,67CB9F3,4,12,63278.1,4260:05:43,,,100,220100,,,,20260601123555,1F9F$
+RESP:GTIGF,500700,868574042918081,,138,0,0,263,2655,-73.656316,5.161137,20260601123604,732,101,13B0,67CB9F3,6,120000,12,4260:05:56,63278.1,20260601123607,1FA0$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,12,0,0,263,2655,-73.656316,5.161137,20260601123604,732,101,13B0,67CB9F3,6,120000,12,20260601123607,1FA1$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,0,1,1,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,4,12,63278.1,20260601123609,1FA2$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,4,12,63278.1,4260:05:56,,,100,120000,,,,20260601123609,1FA3$
+RESP:GTSTT,500700,868574042918081,,11,0,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,6,110000,12,20260601123648,1FA4$,,,,,,,,,,
+RESP:GTIGN,500700,868574042918081,,868,0,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,6,210100,12,4260:05:56,63278.1,20260601125035,1FA5$,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,21,0,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,6,210100,12,20260601125035,1FA6$,,,,,,,,,,
+RESP:GTSTT,500700,868574042918081,,22,0,0,263,2655,-73.656316,5.161137,20260601123609,732,101,13B0,67CB9F3,6,220100,12,20260601125036,1FA7$,,,,,,,,,,
+RESP:GTIGL,500700,868574042918081,,,1,1,1,0,263,2667,-73.656203,5.161314,20260601125055,732,101,13B0,67C81D2,4,12,63278.1,20260601125056,1FA8$,,,,,,,,
+RESP:GTFRI,500700,868574042918081,,,10,1,1,0,263,2667,-73.656203,5.161314,20260601125055,732,101,13B0,67C81D2,4,12,63278.1,4260:06:16,,,100,220100,,,,20260601125056,1FA9$
+RESP:GTSTT,500700,868574042918081,,21,0,0,263,2667,-73.656203,5.161314,20260601125106,732,101,13B0,67C27AD,6,210100,12,20260601125107,1FAA$,,,,,,,,,,
