ID,Owner,Unit ID,Unit,Peripherals,Billing Period,Reporting Status,Show Until,Billing Group,Last Event Date,Monthly Fee,Bill To,Assigned To,Linked Mode,Paired GPS,Paired Camera,Billable,RMA,Unit Type,IMEI,Serial Number,Phone Number,Carrier,SIM #,VIN,License Plate,Static IP,Event,Last Contact On,Min,Server IP,Server Port,Last Event Address,Modem,Inv #,Status,Last Service Paid Until,Service Paid Until,Assigned to Company,IFTA,History Months,Comments,Warranty Expires,Script,JBOX Profile,Contract Type,Subscription,Firmware
1083665,Client,0N0C,VAQ-882,"MDVR - 006000C283, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,357520076331400,000036308954,984266706,Claro CO,8951101639501200108F,,VAQ-882,,First Fix,5/28/2026,0,3.231.161.53,10496,"Av Pe-1s Km 462, Marcona, Nazca, Ica, . ",3G,290131,Active,8/31/2019 1:49:14 PM,9/30/2019 1:49:14 PM,5/24/2021 7:09:23 PM,N,3,,2/9/2022 12:00:00 AM,/BasicScripts/JBOX/PERU/RICO_SAC_A_RP_IBUTT_TEMP_JBOX_10468.txt,,,,G603.07.07KX 16:22:42 MAR 21 2019
1083663,Client,0N0A,VAQ-868,"MDVR - 009901C57F, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,357520076416763,000036308924,989182066,CLARO-PE,8951101639501200561,,VAQ-868,,Drive,5/28/2026,0,3.231.161.53,10574,"Pe-3sg PE-3SG,0, Pallpata, Espinar, Cusco, Perú, . . ",3G,290131,Active,8/31/2019 12:00:00 AM,9/30/2019 12:00:00 AM,6/23/2021 7:24:20 PM,N,3,,2/9/2022 12:00:00 AM,/BasicScripts/JBOX/PERU/RICO_SAC_A_RP_IBUTT_TEMP_JBOX_10468.txt,A_JBOX_PERU,,,G603.07.07KX 16:22:42 MAR 21 2019
1091847,Renting,0TBM,VAQ-836,"Fuel Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093182802,4764385808,987865324,CLARO-PE TSO,895110163296115826,LVBV3ABB0GE006950,VAQ-836,,Ignition OFF,5/28/2026,0,3.231.161.53,10612,"Av Pe-1s Km 404, Santiago, Ica, Ica, Perú, . . ",LTE,--,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,11/15/2025 12:19:47 PM,N,3,,8/12/2023 12:00:00 AM,,,,,
1083519,Client,0MWA,VAQ-828,"MDVR - 009901C0AF, ",Monthly,,,,1/26/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,357520076617469,000036309133,986888006,CLARO-PE,895110163950120093,,VAQ-828,,Parked,1/26/2026,0,3.231.161.53,10598,"Pe-34 A, Yura, Arequipa, Arequipa, Perú, . . ",3G,290131,Active,8/31/2019 1:49:14 PM,9/30/2019 1:49:14 PM,6/28/2021 1:18:14 PM,N,3,,2/9/2022 12:00:00 AM,/BasicScripts/JBOX/PERU/RICO_SAC_A_RP_IBUTT_TEMP_JBOX_10468.txt,,,,G603.07.07KX 16:22:42 MAR 21 2019
1083706,Client,0N1H,VAQ-800,"MDVR - 006000C5BD, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,358014096295422,000034424165,989913119968,CLARO-PE TSO,8951100312213727120,,VAQ-800,,Ignition OFF,5/28/2026,0,3.231.161.53,10498,"Av Pe-34 A-49, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,290131,Active,8/31/2019 12:00:00 AM,9/30/2019 12:00:00 AM,11/3/2021 11:24:30 AM,N,3,,2/9/2022 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1063546,Client,09ER,VAQ-788,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359316078676944,000034420029,974274824,CLARO-PE TSO,8951101632056294394,,VAQ-788,,Drive,5/28/2026,0,3.231.161.53,10574,"Pe-34a Km 170, Santa Lucia, Lampa, Puno, Perú, . . ",3G,259170,Active,2/11/2024 2:03:07 PM,3/10/2024 2:03:07 PM,5/3/2024 7:52:24 PM,N,3,,5/9/2019 12:00:00 AM,,,,,G603.07.04KX 11:57:20 APR 26 2016
1068342,Client,0D3J,V9W-900,"MDVR - 006000C611, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656BV,358014094517306,000034423312,965407936,CLARO-PE TSO,*895110163026808123,,V9W-900,,Drive,5/28/2026,0,3.231.161.53,10601,"Pe-34a Km 52, Yura, Arequipa, Arequipa, . ",2G,268277,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,6/20/2019 3:31:18 PM,N,3,,1/31/2020 3:09:51 PM,/BasicScripts/PERU/RICO_FLS_ES_TEMP_BUZZ_3810466.txt,,,,
1063531,Client,09EC,V9W-893,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102534155,4764428829,997373161,CLARO-PE,8951101630268081948,,V9W-893,,Parked,5/28/2026,0,3.231.161.53,10612,"Av Pe-34 A-45, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,259170,Active,8/3/2018 12:00:00 AM,9/1/2018 12:00:00 AM,8/3/2018 4:59:05 PM,N,3,,5/9/2019 12:00:00 AM,,A_JBOX_PERU,,,G603.07.02KX 10:24:51 AUG  5 2015
1098198,Client,0Y7Y,V9J-708,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093316087,4764385242,982015608,CLARO-PE,895110113003634244,,V9J-708,,Parked,5/28/2026,0,3.231.161.53,10612,"Libertador San Martin-60, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",LTE,--,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,11/13/2025 3:10:10 PM,N,3,,6/6/2024 12:00:00 AM,,,,,
1059608,Client,01P6,V9G-873,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,358014095207923,000034424190,913123361,CLARO-PE,8951101639255142787,,V9G-873,,Ignition OFF,5/28/2026,0,3.231.161.53,10498,"Av Pe-1s Km 984, La Joya, Arequipa, Arequipa, . ",3G,242669,Active,8/31/2019 12:00:00 AM,9/30/2019 12:00:00 AM,2/24/2021 3:38:40 PM,N,3,Y,2/23/2018 12:00:00 AM,,,,,G603.07.07KX 16:22:42 MAR 21 2019
1059797,Client,05K9,V9G-861,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316078559025,000034420174,986605750,CLARO-PE TSO,8951101632045961210F,,V9G-861,,Drive,5/28/2026,0,3.231.161.53,10498,"Pe-1sd, Mollendo, Islay, Arequipa, Perú, . . ",3G,250299,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/15/2017 7:14:13 PM,N,3,,8/31/2018 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1058626,Client,04LA,V9F-890,,Monthly,,,,12/5/2025,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 651B,359315075326974,000034422294,9104046614,,8951101630733547747,,V9F-890,,iButton IN,12/5/2025,0,3.231.161.53,10574,"Av Pe-1s Km 984, La Joya, Arequipa, Arequipa, . ",3G,246566,Active,9/12/2017 12:00:00 AM,10/11/2017 12:00:00 AM,9/12/2017 5:11:59 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058633,Client,04LH,V9F-888,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014094524674,000034423384,913122168,CLARO-PE TSO,8951101639368352810,,V9F-888,,Engine_OFF,5/28/2026,0,3.231.161.53,10598,"Carr. Panamericana Sur 60, Peru, Arequipa. Arequipa. ",3G,246566,Active,9/12/2017 12:00:00 AM,10/11/2017 12:00:00 AM,9/12/2017 5:12:01 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058636,Client,04LK,V9F-855,"MDVR - 006000BDC0, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014094518254,000034423359,00972561504,CLARO-PE TSO,895110163263067222,,V9F-855,,Idle - Stop,5/28/2026,0,3.231.161.53,10499,"Av Pe-34 A-51, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,246566,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/12/2017 5:12:02 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058625,Client,04L9,V9F-742,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,358014096631758,000034424093,914008435,CLARO-PE,8951101639654936706,,V9F-742,,Parked,5/28/2026,0,3.231.161.53,10574,"Av Pe-34 A-55, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,246566,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/12/2017 5:11:59 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058635,Client,04LJ,V9F-741,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316078685622,000034420027,974274413,CLARO-PE TSO,8951101632056294303,,V9F-741,,Parked,5/28/2026,0,3.231.161.53,10598,"Carr. Panamericana Sur 60, Peru, Arequipa. Arequipa. ",3G,246566,Active,9/12/2017 12:00:00 AM,10/11/2017 12:00:00 AM,9/12/2017 5:12:02 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058627,Client,04LB,V9F-739,"MDVR - 006000C322, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074090447,000034410888,987243054,CLARO-PE TSO,8951101332051348267,,V9F-739,,Drive,5/28/2026,0,3.231.161.53,10497,"Av Pe-34 A-48, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,246566,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/12/2017 5:11:59 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058629,Client,04LD,V9E-932,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014094519344,000034423345,940713178,CLARO-PE TSO,895110163062097594,,V9E-932,,Parked,5/28/2026,0,3.231.161.53,10498,"Av Espinar-Sicuani, Espinar, Espinar, Cusco, . ",3G,246566,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/12/2017 5:12:00 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058634,Client,04LI,V9E-877,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359315075307040,000034422101,983713466,CLARO-PE TSO,895110163263067306,,V9E-877,,Drive,5/28/2026,0,3.231.161.53,10499,"Carr. Panamericana Sur 1180, Peru, Arequipa. Arequipa. ",3G,246566,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,9/12/2017 5:12:01 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1058628,Client,04LC,V9E-871,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359315072154759,000034421293,974940511669,CLARO-PE TSO,8951100312213848967F,,V9E-871,,Drive,5/28/2026,0,3.231.161.53,10496,"Av Pe-1s Km 944, Majes, Caylloma, Arequipa, . ",3G,246566,Active,9/12/2017 12:00:00 AM,10/11/2017 12:00:00 AM,9/12/2017 5:11:59 PM,N,3,,6/15/2018 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1072820,Client,0GJV,V9E-862,"Fuel Sensor, ",Monthly,,,INTERNAL U,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077091918314,4764322169,982916737,CLARO-PE,895110163296115838,,V9E-862,,Parked,5/28/2026,0,3.231.161.53,10612,"La Joya, Yura, Arequipa, Arequipa, Perú, . . ",3G,--,Active,9/20/2025 12:00:00 AM,10/19/2025 12:00:00 AM,9/29/2025 12:02:46 AM,N,3,,7/9/2020 12:00:00 AM,TSO_LMU26x0_FLS_ES2_BIN_AWS_10700,,,,
1048119,Client,A07T,V8T-909,,Monthly,,,,3/5/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359315075304708,000034422112,,CLARO-PE,8951101630698807227,,V8T-909,,Parked,3/5/2026,0,3.231.161.53,10574,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,220766,Active,2/11/2024 2:02:51 PM,3/10/2024 2:02:51 PM,10/20/2023 5:09:41 PM,N,3,,12/28/2016 12:00:00 AM,,,,,G603.07.02KX 10:24:51 AUG  5 2015
1041329,Client,767T,V7U-873,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359316071188590,000034410364,953808801,CLARO-PE TSO,8951101432007306052,,V7U-873,,Ignition OFF,5/28/2026,0,3.231.161.53,10574,"Av Pe-34 A-58, Cerro Colorado, Arequipa, Arequipa, . ",3G,O209317,Active,1/17/2017 12:00:00 AM,2/15/2017 12:00:00 AM,1/17/2017 12:43:48 PM,N,3,,2/10/2016 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1099067,Client,0YW3,V7U-837,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102545573,4764428536,982917864,CLARO-PE TSO,8951101632961158395,,V7U-837,,Travel Stop,5/28/2026,0,3.231.161.53,10612,"Via Principal-15, La Joya, Arequipa, Arequipa, . ",LTE,308028,Active,11/14/2023 12:00:00 AM,12/13/2023 12:00:00 AM,11/14/2023 2:10:59 PM,N,3,,7/17/2024 12:00:00 AM,,,,,
1041328,Client,767S,V7U-813,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074087377,000034410849,953814323,CLARO-PE TSO,8951101432007306912,,V7U-813,,Ignition OFF,5/28/2026,0,3.231.161.53,10418,"Av Peru, Cerro Colorado, Arequipa, Arequipa, . ",3G,O209317,Active,2/7/2017 12:00:00 AM,3/8/2017 12:00:00 AM,2/7/2017 6:14:27 PM,N,3,,2/10/2016 12:00:00 AM,/BasicScripts/JBOX/PERU/A_RP_JBOX_FAT_BUZZ_1410418.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046748,Client,958K,V7U-800,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071132960,000034410013,987283024,CLARO-PE TSO,8951101332051348630F,V7U-800,V7U-800,,Idle - Stop,5/28/2026,0,3.231.161.53,10496,"Pe-1sd, Punta De Bombon, Islay, Arequipa, Perú, . . ",3G,219347,Active,1/20/2017 12:00:00 AM,2/18/2017 12:00:00 AM,1/20/2017 11:48:50 AM,N,3,,10/20/2016 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046716,Client,957O,V7U-799,"MDVR - 006000C5B5, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359315071916208,000034420854,953987275479,CLARO-PE TSO,895110133213051347848,,V7U-799,,Drive,5/28/2026,0,3.231.161.53,10598,"Via Principal, Santa Rita De Siguas, Arequipa, Arequipa, . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/17/2017 12:26:06 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046728,Client,9580,V7U-797,"MDVR - 006000C1C7, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359316071610551,000034410001,987249194,CLARO-PE TSO,8951101332051348374F,,V7U-797,,Drive,5/28/2026,0,3.231.161.53,10574,"Av Pe-34 A-63, Cerro Colorado, Arequipa, Arequipa, . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/19/2017 1:39:02 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1055114,Client,C59C,V7U-796,"Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359315071300296,000034420026,938,CLARO-PE TSO,938,,V7U-796,,Drive,5/28/2026,0,3.231.161.53,10499,"Carr. Panamericana Sur 60, Peru, Arequipa. Arequipa. ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/14/2017 11:27:43 AM,N,3,,12/12/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1055112,Client,C59A,V7U-794,"MDVR - 006000C1DB, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074087302,000034410852,953953814306,CLARO-PE TSO,8951101432007306748,,V7U-794,,Ignition OFF,5/28/2026,0,3.231.161.53,10574,"Av Espinar-Sicuani, Espinar, Espinar, Cusco, . ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/24/2017 4:19:42 PM,N,3,,12/12/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046729,Client,9581,V7P-894,"Temp. Sensor, ",Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074389559,000034410869,953814316,CLARO-PE TSO,8951101432007306847,,V7P-894,,Drive,5/28/2026,0,3.231.161.53,10468,"Av Pe-1s Km 984, La Joya, Arequipa, Arequipa, Perú, . . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/24/2017 4:18:08 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/JBOX/PERU/B_RP_IBUTT_TEMP_JBOX_10468.txt,B_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1054335,Client,C2AE,V7P-745,"Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071604323,000034410061,987282563,CLARO-PE TSO,8951101332051348473F,,V7P-745,,iButton OUT,5/28/2026,0,3.231.161.53,10468,"Av Pe-34 A-45, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,11/11/2016 11:31:32 AM,N,3,,10/18/2017 2:20:23 PM,/BasicScripts/JBOX/PERU/B_RP_IBUTT_TEMP_JBOX_10468.txt,B_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1053198,Client,B86P,V7P-738,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014091236553,000034422859,51980684366,CLARO-PE TSO,895110163950120077,,V7P-738,,Drive,5/28/2026,0,3.231.161.53,10599,"Pe-34a Km 52, Yura, Arequipa, Arequipa, . ",3G,--,Active,8/29/2016 12:00:00 AM,9/27/2016 12:00:00 AM,8/29/2016 11:27:24 AM,N,3,,7/1/2017 12:00:00 AM,,B_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046730,Client,9582,V7P-713,"Temp. Sensor, ",Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074391126,000034410870,953814317,CLARO-PE TSO,8951101432007306854,,V7P-713,,Drive,5/28/2026,0,3.231.161.53,10419,"Pe-1sd, Mollendo, Islay, Arequipa, Perú, . . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/16/2017 1:26:47 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/JBOX/PERU/A_RP_JBOX_FAT_BUZZ_1410418.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1098324,Client,0YBG,V7P-704,"MDVR - 007101E521, ",Monthly,,,INTERNAL U,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093358725,4764385803,982906102,CLARO-PE TSO,895110163296115840,,V7P-704,,Parked,5/28/2026,0,3.231.161.53,10612,"Pe-1sd, Mollendo, Islay, Arequipa, Perú, . . ",LTE,--,Active,9/20/2025 12:00:00 AM,10/19/2025 12:00:00 AM,9/24/2025 1:34:08 PM,N,3,,6/7/2024 12:00:00 AM,,,,,
