,Unit,Serial Number,Phone,Last contact on,text,status,date,Unit Type,Carrier,Sim #
51,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,9,0",Undeliverable,14/06/2026 11:54:38,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
52,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,8,0",Undeliverable,14/06/2026 11:38:34,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
53,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,8,0",Undeliverable,14/06/2026 11:38:34,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
54,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,8,0",Undeliverable,14/06/2026 11:38:33,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
55,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,8,0",Undeliverable,14/06/2026 11:06:35,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
56,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,1,7",Undeliverable,13/06/2026 16:17:58,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
57,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,1,7",Undeliverable,13/06/2026 16:17:38,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
58,TJW773,1363112679,9101139912,2026-06-16 11:35:40.597,"!R3,1,7",Undeliverable,13/06/2026 16:17:37,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,8957123112009139716
59,VMU302,S2-M007693-N358,9103426203,2026-06-16 11:35:58.927,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,14/06/2026 08:00:54,Queclink GV55W,MOVISTAR CO,57101602303751018
60,VMU302,S2-M007693-N358,9103426203,2026-06-16 11:35:58.927,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,14/06/2026 08:02:12,Queclink GV55W,MOVISTAR CO,57101602303751018
61,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,0,0,0,1,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:24:54,Queclink GV55W,Claro CO,57101602308769634
62,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,0,0,0,1,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:24:28,Queclink GV55W,Claro CO,57101602308769634
63,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,0,0,0,1,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:24:31,Queclink GV55W,Claro CO,57101602308769634
64,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,0,0,0,1,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:24:30,Queclink GV55W,Claro CO,57101602308769634
65,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:13:26,Queclink GV55W,Claro CO,57101602308769634
66,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:13:25,Queclink GV55W,Claro CO,57101602308769634
67,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:13:28,Queclink GV55W,Claro CO,57101602308769634
68,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:06:39,Queclink GV55W,Claro CO,57101602308769634
69,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:06:41,Queclink GV55W,Claro CO,57101602308769634
70,VMU305,S2-M007693-0XL1,9103546392,2026-06-16 11:28:24.893,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,14/06/2026 11:06:37,Queclink GV55W,Claro CO,57101602308769634
71,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,0,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:48:51,Queclink GV55W,Claro CO,702310731080
72,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,0,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:48:17,Queclink GV55W,Claro CO,702310731080
73,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,0,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:48:17,Queclink GV55W,Claro CO,702310731080
74,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,0,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:48:19,Queclink GV55W,Claro CO,702310731080
75,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,0,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:47:57,Queclink GV55W,Claro CO,702310731080
76,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:46:35,Queclink GV55W,Claro CO,702310731080
77,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:46:19,Queclink GV55W,Claro CO,702310731080
78,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:44:53,Queclink GV55W,Claro CO,702310731080
79,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:44:31,Queclink GV55W,Claro CO,702310731080
80,WHV679,S2-M007693-11LT,9103426152,2026-06-16 11:16:19.767,"AT+GTOUT=gv55w,1,0,0,0,0,0,,,,0,,0,,0,0,0,FFFF$",Delivered,15/06/2026 15:41:31,Queclink GV55W,Claro CO,702310731080
81,WPK312,S2-M007693-0469,9103385196,2026-06-16 10:50:47.053,"AT+GTRTO=gv55w,1,,1,,,,FFFF$",Delivered,14/06/2026 08:02:16,Queclink GV55W,Claro CO,57101602303750954
82,WPK313,4764395837,9103417427,2026-06-16 11:32:03.627,"!R3,1,7",Delivered,14/06/2026 08:02:07,CalAmp 2630 - CDMA - LMU2630CV-G1000,Claro CO,57101602010525483
83,WPK313,4764395837,9103417427,2026-06-16 11:32:03.627,"!R3,1,7",Delivered,14/06/2026 08:01:03,CalAmp 2630 - CDMA - LMU2630CV-G1000,Claro CO,57101602010525483
84,WPK313,4764395837,9103417427,2026-06-16 11:32:03.627,"!R3,1,7",Delivered,14/06/2026 08:02:15,CalAmp 2630 - CDMA - LMU2630CV-G1000,Claro CO,57101602010525483
85,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 14:08:57,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
86,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 14:08:58,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
87,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 14:08:55,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
88,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 14:07:52,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
89,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 14:07:53,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
90,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 08:02:09,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
91,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 08:02:14,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
92,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 08:02:18,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
93,WPK358,4764401889,9103399980,2026-06-16 11:34:45.037,"!R3,1,7",Delivered,14/06/2026 08:04:08,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016022057257354
94,WPK632,4764281753,9104039082,2026-06-16 11:36:21.187,"!R3,1,7",Delivered,14/06/2026 08:02:05,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,89571016023121579682
95,WPK632,4764281753,9104039082,2026-06-16 11:36:21.187,"!R3,1,7",Delivered,14/06/2026 08:02:14,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,89571016023121579682
96,WPK632,4764281753,9104039082,2026-06-16 11:36:21.187,"!R3,1,7",Delivered,14/06/2026 08:02:13,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,89571016023121579682
97,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:01:20,Topfly PioneerX,Claro CO,8957101702502304087
98,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:00:48,Topfly PioneerX,Claro CO,8957101702502304087
99,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:00:56,Topfly PioneerX,Claro CO,8957101702502304087
100,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:00:58,Topfly PioneerX,Claro CO,8957101702502304087
101,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:00:46,Topfly PioneerX,Claro CO,8957101702502304087
102,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:01:07,Topfly PioneerX,Claro CO,8957101702502304087
103,WPK762,Pioneerx100-1CMK,9103426202,2026-06-16 11:36:14.530,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:01:03,Topfly PioneerX,Claro CO,8957101702502304087
104,WPK763,Pioneerx100-1COF,9103427413,2026-06-16 11:34:59.780,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:01:17,Topfly PioneerX,Claro CO,8957101702502304091
105,WPK763,Pioneerx100-1COF,9103427413,2026-06-16 11:34:59.780,"UPGRADE_TEST,0000##",Delivered,14/06/2026 08:01:04,Topfly PioneerX,Claro CO,8957101702502304091
106,WPK763,Pioneerx100-1COF,9103427413,2026-06-16 11:34:59.780,"UPGRADE_TEST,0000##",Delivered,13/06/2026 11:11:31,Topfly PioneerX,Claro CO,8957101702502304091
107,WPK763,Pioneerx100-1COF,9103427413,2026-06-16 11:34:59.780,"UPGRADE_TEST,0000##",Delivered,13/06/2026 11:10:17,Topfly PioneerX,Claro CO,8957101702502304091
108,WPK763,Pioneerx100-1COF,9103427413,2026-06-16 11:34:59.780,"UPGRADE_TEST,0000##",Delivered,13/06/2026 11:10:16,Topfly PioneerX,Claro CO,8957101702502304091
109,WSJ707,4764415501,9103980692,2026-06-16 11:36:06.880,"!R3,8,0",Delivered,14/06/2026 11:37:25,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,89571016023121577140
110,ZAP899,4764428419,9101055819,2026-06-16 11:34:58.347,"!R3,1,7",Undeliverable,13/06/2026 12:48:46,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,8957123112215382548
111,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,!R0,Undeliverable,16/06/2026 10:11:16,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
112,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:59:56,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
113,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:46:33,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
114,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:46:33,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
115,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:46:32,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
116,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:39:32,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
117,ZNL371,4764400884,9101182130,2026-06-16 10:44:36.997,"!R3,8,0",Undeliverable,14/06/2026 09:39:31,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,8957123111415989920
