Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPNA,500700,868574042891957,,20260601105818,622$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTMPF,500700,868574042891957,,0,0,265,1611.5,-75.577524,6.338258,20260601112630,732,101,272E,7DB4EBF,6,1A0000,12,20260601112934,062E$,,,,,,,,,,,
+RESP:GTMPN,500700,868574042891957,,0,0,265,1611.5,-75.577524,6.338258,20260601112630,732,101,272E,7DB4EBF,6,1A0000,12,20260601112936,062F$,,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,265,1611.5,-75.577524,6.338258,20260601112630,732,101,272E,7DB4EBF,6,160000,12,20260601113233,630$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,265,1611.5,-75.577524,6.338258,20260601113253,732,101,272E,7DB4EBF,4,9,1799.7,20260601113254,631$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,265,1611.5,-75.577524,6.338258,20260601113253,732,101,272E,7DB4EBF,6,110000,9,20260601113451,632$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,265,1611.5,-75.577524,6.338258,20260601113509,732,101,272E,7DB4EBF,4,10,1799.7,76:22:50,,,0,110000,,,,20260601113510,633$
+RESP:GTSTT,500700,868574042891957,,16,0,0,265,1611.5,-75.577524,6.338258,20260601113509,732,101,272E,7DB4EBF,6,160000,10,20260601114132,634$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,265,1611.5,-75.577524,6.338258,20260601114150,732,101,272E,7DB4EBF,4,10,1799.7,20260601114151,635$,,,,,,,,
+RESP:GTPDP,500700,868574042891957,,20260601114432,636$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042891957,,20260601114530,637$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,265,1611.5,-75.577524,6.338258,20260601115411,732,101,272E,7DB4EBF,4,11,1799.7,20260601115631,638$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,6.4,20,1536.5,-75.569951,6.344406,20260601120913,732,101,272E,7DB8E9F,4,11,1799.7,20260601121133,639$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,20,1571.2,-75.57171,6.350471,20260601122415,732,101,272E,7DB9EF3,4,12,1799.7,20260601122636,063A$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,20,1571.2,-75.57171,6.350471,20260601122415,732,101,272E,7DB9EF3,6,110000,12,20260601123344,063B$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,20,1589.5,-75.570945,6.351259,20260601123403,732,101,272E,7DB9EF3,4,7,1799.7,76:22:50,,,0,110000,,,,20260601123404,063C$
+RESP:GTMPF,500700,868574042891957,,0,0,20,1589.5,-75.570945,6.351259,20260601123403,732,101,272E,7DB9EF3,6,110000,7,20260601123830,063D$,,,,,,,,,,,
+RESP:GTMPN,500700,868574042891957,,0,0,20,1589.5,-75.570945,6.351259,20260601123403,732,101,272E,7DB9EF3,6,110000,7,20260601123832,063E$,,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,20,1589.5,-75.570945,6.351259,20260601123403,732,101,272E,7DB93EF,6,160000,7,20260601124134,063F$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,20,1500.1,-75.569754,6.34936,20260601124156,732,101,272E,7DB93EF,4,12,1799.7,20260601124157,640$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,20,1500.1,-75.569754,6.34936,20260601124156,732,101,272E,7DB93EF,6,110000,12,20260601124231,641$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,20,1500.1,-75.569754,6.34936,20260601124249,732,101,272E,7DB93EF,4,12,1799.7,76:22:50,,,0,110000,,,,20260601124250,642$
+RESP:GTSTT,500700,868574042891957,,16,0,0,20,1500.1,-75.569754,6.34936,20260601124249,732,101,272E,7DB93EF,6,160000,12,20260601125534,643$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,20,1500.1,-75.569754,6.34936,20260601125554,732,101,272E,7DB93EF,4,11,1799.7,20260601125555,644$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,20,1500.1,-75.569754,6.34936,20260601125554,732,101,272E,7DB93EF,6,110000,11,20260601125628,645$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,20,1500.1,-75.569754,6.34936,20260601125645,732,101,272E,7DB93EF,4,12,1799.7,76:22:50,,,0,110000,,,,20260601125646,646$
+RESP:GTSTT,500700,868574042891957,,16,0,0,20,1500.1,-75.569754,6.34936,20260601125645,732,101,272E,7DB93EF,6,160000,12,20260601130300,647$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,20,1500.1,-75.569754,6.34936,20260601130318,732,101,272E,7DB93EF,4,12,1799.7,20260601130319,648$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,23.4,261,1521.2,-75.571723,6.337784,20260601131539,732,101,272E,7DB4EBF,4,9,1799.7,20260601131759,649$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,23.4,261,1521.2,-75.571723,6.337784,20260601131539,732,101,272E,7DB4EBF,6,110000,9,20260601132016,064A$,,,,,,,,,,
+RESP:GTPDP,500700,868574042891957,,20260601134251,657$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0,261,1566.8,-75.577104,6.338273,20260601132038,732,101,2713,7D36A5A,6,220100,11,20260601134144,651$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,2,0,0,261,1566.8,-75.577104,6.338273,20260601132038,732,101,2713,7D36A5A,6,120000,11,76:22:52,1799.7,20260601134146,652$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,12,0,0,261,1566.8,-75.577104,6.338273,20260601132038,732,101,2713,7D36A5A,6,120000,11,20260601134146,653$,,,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,1,1,1,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,2713,7D36A5A,4,11,1799.7,20260601134154,654$,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,0,1,1,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,2713,7D36A5A,4,11,1799.7,20260601134154,655$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,2713,7D36A5A,4,11,1799.7,76:22:52,,,0,120000,,,,20260601134154,656$
+BUFF:GTFRI,500700,868574042891957,,,10,1,1,0,261,1566.8,-75.577104,6.338273,20260601132038,732,101,2713,7D36A5A,4,11,1799.7,76:22:50,,,0,110000,,,,20260601132039,064B$
+BUFF:GTIGN,500700,868574042891957,,147749,0,0,261,1566.8,-75.577104,6.338273,20260601132038,732,101,2713,7D36A5A,6,220100,11,76:22:50,1799.7,20260601134144,650$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,272E,7DB4EBF,6,110000,11,20260601134908,658$,,,,,,,,,,
+RESP:GTMPF,500700,868574042891957,,0,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,272E,7DB4EBF,6,110000,11,20260601140357,659$,,,,,,,,,,,
+RESP:GTMPN,500700,868574042891957,,0,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,272E,7DB4EBF,6,110000,11,20260601140401,065A$,,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,261,1570.6,-75.577031,6.338279,20260601134153,732,101,272E,7DB4EBF,6,160000,11,20260601140702,065B$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,261,1543.5,-75.574855,6.338003,20260601140720,732,101,272E,7DB4EBF,4,11,1799.7,20260601140721,065C$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,261,1543.5,-75.574855,6.338003,20260601140720,732,101,272E,7DB4EBF,6,110000,11,20260601140910,065D$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,261,1543.5,-75.574855,6.338003,20260601140925,732,101,272E,7DB4EBF,4,10,1799.7,76:22:52,,,0,110000,,,,20260601140926,065E$
+RESP:GTSTT,500700,868574042891957,,16,0,0,261,1543.5,-75.574855,6.338003,20260601140925,732,101,272E,7DB4EBF,6,160000,10,20260601141951,065F$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,261,1543.5,-75.574855,6.338003,20260601142008,732,101,272E,7DB4EBF,4,12,1799.7,20260601142009,660$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,4.8,48,1547,-75.566149,6.33883,20260601143231,732,101,272E,7DB8CA1,4,11,1799.7,20260601143451,661$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,48,1493.6,-75.561561,6.338081,20260601144726,732,101,272E,7DBF9E1,4,10,1799.7,20260601144953,662$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,48,1453.9,-75.559691,6.333035,20260601150235,732,101,272E,7DB5AF3,4,8,1799.7,20260601150456,663$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,22.7,55,1459.4,-75.536779,6.340538,20260601151738,732,101,272E,7DB554D,4,12,1799.7,20260601151958,664$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,55,1483.8,-75.534393,6.34306,20260601153234,732,101,272E,7DB5061,4,9,1799.7,20260601153501,665$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,55,1483.8,-75.534393,6.34306,20260601154735,732,101,272E,7DB5061,4,10,1799.7,20260601155003,666$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,55,1489.8,-75.533527,6.343756,20260601160252,732,101,272E,7DB554D,4,7,1799.7,20260601160506,667$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,25,262,1448.7,-75.556806,6.338625,20260601161752,732,101,272E,7DBF9E0,4,11,1799.7,20260601162009,668$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,2.4,262,1540.4,-75.575023,6.339014,20260601163250,732,101,272E,7DB4EBF,4,12,1799.7,20260601163511,669$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,2.4,262,1540.4,-75.575023,6.339014,20260601163250,732,101,272E,7DB4EBF,6,110000,12,20260601164635,066A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,262,1540.4,-75.575023,6.339014,20260601164650,732,101,272E,7DB4EBF,4,9,1799.7,76:22:52,,,0,110000,,,,20260601164651,066B$
+RESP:GTIGN,500700,868574042891957,,12021,0,0,262,1540.4,-75.575023,6.339014,20260601164650,732,101,272E,7DB4EBF,6,220100,9,76:22:52,1799.7,20260601170207,066C$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0,262,1540.4,-75.575023,6.339014,20260601164650,732,101,272E,7DB4EBF,6,220100,9,20260601170207,066D$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,1,0,0,262,1540.4,-75.575023,6.339014,20260601164650,732,101,272E,7DB4EBF,6,120000,9,76:22:53,1799.7,20260601170208,066E$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,12,0,0,262,1540.4,-75.575023,6.339014,20260601164650,732,101,272E,7DB4EBF,6,120000,9,20260601170208,066F$,,,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,1,1,1,0,262,1528.3,-75.574846,6.338203,20260601170227,732,101,272E,7DB4EBF,4,8,1799.7,20260601170228,670$,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,0,1,1,0,262,1528.3,-75.574846,6.338203,20260601170227,732,101,272E,7DB4EBF,4,8,1799.7,20260601170228,671$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,262,1528.3,-75.574846,6.338203,20260601170227,732,101,272E,7DB4EBF,4,8,1799.7,76:22:53,,,0,120000,,,,20260601170228,672$
+RESP:GTSTT,500700,868574042891957,,11,0,0,262,1528.3,-75.574846,6.338203,20260601170227,732,101,272E,7DB4EBF,6,110000,8,20260601170513,673$,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,262,1528.3,-75.574846,6.338203,20260601170227,732,101,272E,7DB4EBF,6,160000,8,20260601172100,674$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,262,1528.3,-75.574846,6.338203,20260601172117,732,101,272E,7DB4EBF,4,11,1799.7,20260601172118,675$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,262,1528.3,-75.574846,6.338203,20260601172117,732,101,272E,7DB4EBF,6,110000,11,20260601172119,676$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,4,11,1799.7,76:22:53,,,0,110000,,,,20260601172128,677$
+RESP:GTMPF,500700,868574042891957,,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,110000,11,20260601172458,678$,,,,,,,,,,,
+RESP:GTMPN,500700,868574042891957,,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,110100,11,20260601172500,679$,,,,,,,,,,,
+RESP:GTIGN,500700,868574042891957,,1372,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,220100,11,76:22:53,1799.7,20260601172500,067A$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,220100,11,20260601172500,067B$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,2,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,120000,11,76:22:55,1799.7,20260601172502,067C$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,12,0,0,262,1528.3,-75.574846,6.338203,20260601172127,732,101,272E,7DB4EBF,6,120000,11,20260601172502,067D$,,,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,1,1,1,0,262,1528.4,-75.574695,6.338036,20260601172517,732,101,272E,7DB4EBF,4,11,1799.7,20260601172518,067E$,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,0,1,1,0,262,1528.4,-75.574695,6.338036,20260601172517,732,101,272E,7DB4EBF,4,11,1799.7,20260601172518,067F$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,262,1528.4,-75.574695,6.338036,20260601172517,732,101,272E,7DB4EBF,4,11,1799.7,76:22:55,,,0,120000,,,,20260601172518,680$
+RESP:GTSTT,500700,868574042891957,,16,0,0,262,1528.4,-75.574695,6.338036,20260601172517,732,101,272E,7DB4EBF,6,160000,11,20260601173502,681$,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,262,1528.4,-75.574695,6.338036,20260601172517,732,101,272E,7DB4EBF,6,160000,11,20260601173502,681$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,4.6,68,1497.5,-75.566661,6.338239,20260601173524,,,,,4,8,1799.7,20260601173525,682$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,11.5,169,1464.3,-75.559728,6.332457,20260601174747,732,101,603,511B,4,9,1799.7,20260601175003,683$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,5.6,61,1471.7,-75.534599,6.343191,20260601180238,732,101,272E,7DB554D,4,11,1799.7,20260601180506,684$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,5.6,61,1471.7,-75.534599,6.343191,20260601180238,732,101,272E,7DB554D,6,110000,11,20260601180900,685$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,61,1471.7,-75.534599,6.343191,20260601180919,732,101,272E,7DB554D,4,11,1799.7,76:22:55,,,0,110000,,,,20260601180920,686$
+RESP:GTSTT,500700,868574042891957,,16,0,0,61,1471.7,-75.534599,6.343191,20260601180919,732,101,272E,7DB5061,6,160000,11,20260601182716,687$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,4.1,61,1471.7,-75.534599,6.343191,20260601182735,732,101,272E,7DB5061,4,11,1799.7,20260601182736,688$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,61,1471.7,-75.534599,6.343191,20260601183949,732,101,272E,7DB8CBF,4,10,1799.7,20260601184216,689$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,61,1471.7,-75.534599,6.343191,20260601183949,732,101,272E,7DB8CBF,6,110000,10,20260601184503,068A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,61,1471.7,-75.534599,6.343191,20260601184519,732,101,272E,7DB8CBF,4,9,1799.7,76:22:55,,,0,110000,,,,20260601184520,068B$
+RESP:GTSTT,500700,868574042891957,,16,0,0,61,1471.7,-75.534599,6.343191,20260601184519,732,101,272E,7DB8CBF,6,160000,9,20260601184955,068C$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,61,1471.7,-75.534599,6.343191,20260601185003,732,101,272E,7DB8CBF,4,10,1799.7,20260601185004,068D$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,4.3,278,1452.2,-75.537253,6.340654,20260601190227,732,101,272E,7DBC692,4,11,1799.7,20260601190455,068E$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,23.3,309,1502,-75.563715,6.340502,20260601191737,732,101,272E,7DB8CA1,4,7,1799.7,20260601191958,068F$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,23.3,309,1502,-75.563715,6.340502,20260601191737,732,101,272E,7DB8CA1,4,7,1799.7,20260601191958,068F$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,23.3,309,1502,-75.563715,6.340502,20260601191737,732,101,272E,7DB8CA1,4,7,1799.7,20260601191958,068F$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,23.3,309,1502,-75.563715,6.340502,20260601191737,732,101,603,5318,6,110000,7,20260601192838,690$,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,309,1535.2,-75.577146,6.338391,20260601192855,732,101,603,5318,4,9,1799.7,76:22:55,,,0,110000,,,,20260601192856,691$
+RESP:GTIGN,500700,868574042891957,,7735,0,0,309,1535.2,-75.577146,6.338391,20260601192855,732,101,603,8CF8,6,220100,9,76:22:55,1799.7,20260601193357,692$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0,309,1535.2,-75.577146,6.338391,20260601192855,732,101,603,8CF8,6,220100,9,20260601193357,693$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,4,0,0,309,1535.2,-75.577146,6.338391,20260601192855,732,101,603,8CF8,6,120000,9,76:22:59,1799.7,20260601193401,694$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,12,0,0,309,1535.2,-75.577146,6.338391,20260601192855,732,101,603,8CF8,6,120000,9,20260601193401,695$,,,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,1,1,1,0,309,1569.3,-75.577056,6.33836,20260601193416,732,101,603,8CF8,4,8,1799.7,20260601193417,696$,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,0,1,1,0,309,1569.3,-75.577056,6.33836,20260601193416,732,101,603,8CF8,4,8,1799.7,20260601193417,697$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,309,1569.3,-75.577056,6.33836,20260601193416,732,101,603,8CF8,4,8,1799.7,76:22:59,,,0,120000,,,,20260601193417,698$
+RESP:GTSTT,500700,868574042891957,,11,0,0,309,1569.3,-75.577056,6.33836,20260601193416,732,101,272E,7DB4EBF,6,110000,8,20260601194157,699$,,,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,16,0,0,309,1569.3,-75.577056,6.33836,20260601193416,732,101,272E,7DB4EBF,6,160000,8,20260601200557,069A$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,309,1569.3,-75.577056,6.33836,20260601200617,732,101,272E,7DB4EBF,4,8,1799.7,20260601200618,069B$,,,,,,,,
+RESP:GTIGN,500700,868574042891957,,2345,0,0,309,1569.3,-75.577056,6.33836,20260601200617,732,101,272E,7DB4EBF,6,220100,8,76:22:59,1799.7,20260601201306,069C$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0,309,1569.3,-75.577056,6.33836,20260601200617,732,101,272E,7DB4EBF,6,220100,8,20260601201306,069D$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,1,0,0,309,1569.3,-75.577056,6.33836,20260601200617,732,101,272E,7DB4EBF,6,120000,8,76:23:00,1799.7,20260601201307,069E$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,12,0,0,309,1569.3,-75.577056,6.33836,20260601200617,732,101,272E,7DB4EBF,6,120000,8,20260601201307,069F$,,,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,1,1,1,6.6,140,1555.1,-75.575374,6.339054,20260601201343,732,101,272E,7DB4EBF,4,9,1799.7,20260601201344,06A0$,,,,,,,,
+RESP:GTIGL,500700,868574042891957,,,0,1,1,6.6,140,1555.1,-75.575374,6.339054,20260601201343,732,101,272E,7DB4EBF,4,9,1799.7,20260601201344,06A1$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,6.6,140,1555.1,-75.575374,6.339054,20260601201343,732,101,272E,7DB4EBF,4,9,1799.7,76:23:00,,,0,120000,,,,20260601201344,06A2$
+RESP:GTSTT,500700,868574042891957,,16,0,6.6,140,1555.1,-75.575374,6.339054,20260601201343,732,101,272E,7DB5BAC,6,160000,9,20260601202307,06A3$,,,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,140,1518.9,-75.564258,6.340719,20260601202324,732,101,272E,7DB5BAC,4,10,1799.7,20260601202325,06A4$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,21.6,66,1486,-75.555577,6.332544,20260601203544,732,101,272E,7DB5990,4,12,1799.7,20260601203806,06A5$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,7.6,9,1535.7,-75.534997,6.347824,20260601205055,732,101,1009,955C,4,8,1799.7,20260601205308,06A6$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,6.2,309,1706.4,-75.535975,6.355638,20260601210556,732,101,1009,6B30,4,8,1799.7,20260601210810,06A7$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,46.1,234,1470.2,-75.535061,6.342067,20260601212044,732,101,272E,7DBF889,4,11,1799.7,20260601212312,06A8$,,,,,,,,
+RESP:GTTOW,500700,868574042891957,,,0,1,1,0,234,1482.8,-75.560478,6.338337,20260601213600,732,101,272E,7DB5BAC,4,9,1799.7,20260601213814,06A9$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,11,0,0,234,1482.8,-75.560478,6.338337,20260601213600,732,101,272E,7DB4EBD,6,110000,9,20260601214746,06AA$,,,,,,,,,,
+RESP:GTMPF,500700,868574042891957,,0,0,234,1482.8,-75.560478,6.338337,20260601213600,732,101,272E,7DB4EBD,6,110000,8,20260601214809,06AB$,,,,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0,234,1503.8,-75.569762,6.341606,20260601214810,732,101,272E,7DB4EBD,4,10,1799.7,76:23:00,,,0,110000,,,,20260601214811,06AC$
+RESP:GTBPL,500700,868574042891957,,3.31,0,0,234,1503.8,-75.569762,6.341606,20260601214810,732,101,272E,7DB4EBD,6,110000,10,20260601214813,06AD$,,,,,,,,,,
+RESP:GTPFA,500700,868574042891957,,20260601214813,06AE$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPNA,500700,868574042891957,,20260602105255,06AF$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTMPN,500700,868574042891957,,0,0,234,1503.8,-75.569762,6.341606,20260601214810,732,123,1437,578301D,6,110000,0,20260602105256,06B0$,,,,,,,,,,,
+RESP:GTRTL,500700,868574042891957,,,0,1,1,0.3,234,1535.4,-75.569903,6.341623,20260602105331,732,101,272E,7DB4EBD,4,11,1799.7,20260602105331,06B1$,,,,,,,,
+RESP:GTFRI,500700,868574042891957,,,10,1,1,0.3,234,1535.4,-75.569903,6.341623,20260602105331,732,101,272E,7DB4EBD,4,11,1799.7,76:23:00,,,8,1A0000,,,,20260602105331,06B2$
+RESP:GTIGN,500700,868574042891957,,53507,0,0.3,234,1535.4,-75.569903,6.341623,20260602105331,732,101,272E,7DB4EBD,6,220100,11,76:23:00,1799.7,20260602110457,06B3$,,,,,,,,
+RESP:GTSTT,500700,868574042891957,,22,0,0.3,234,1535.4,-75.569903,6.341623,20260602105331,732,101,272E,7DB4EBD,6,220100,11,20260602110457,06B4$,,,,,,,,,,
+RESP:GTIGF,500700,868574042891957,,2,0,0.3,234,1535.4,-75.569903,6.341623,20260602105331,732,101,272E,7DB4EBD,6,120000,11,76:23:02,1799.7,20260602110459,06B5$,,,,,,,,
