"Unit Time","Data Center","Voltage","Latitude","Longitude","Raw Event","Event Name","Heading","Sequence #","GPS Speed","Address","Unit Type","Raw Data"
"2026/03/17 16:32:26 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/17 16:32:26 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603172132260a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 16:32:09 -05","AWS",,0,0,"04-22","Motion Start",0,670,"0.00",,"Topfly","2727040049029e0869487062724710801626031721320982dc006509569900698101230124018c00000980107118ff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 15:13:41 -05","AWS",,0,0,"02-M","Motion",0,4642,"0.00",,"Topfly","272702004912220869487062724710000026031720134182dc0065095d70c869810124012300e100000980107119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 15:12:41 -05","AWS",,0,0,"02-M","Motion",0,4641,"0.00",,"Topfly","272702004912210869487062724710000026031720124182dc0065095d70c869810124012300e100000980107019ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 15:11:41 -05","AWS",,0,0,"02-M","Motion",0,4640,"0.00",,"Topfly","272702004912200869487062724710000026031720114182dc0065095d70c869810124012300e100000980107019ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 15:10:41 -05","AWS",,0,0,"02-M","Motion",0,4639,"0.00",,"Topfly","2727020049121f0869487062724710000026031720104182dc0065095699646981018c012300e100000980207019ff38000009c3af0524003c000054600000000010f280000000ffd5"
"2026/03/17 15:09:41 -05","AWS",,0,0,"02-M","Motion",0,4638,"0.00",,"Topfly","2727020049121e0869487062724710000026031720094182dc0065095699646981018c012300e100000980207019ff38000009c3af0484003c000054600000000010f280000000ffd5"
"2026/03/17 15:08:21 -05","AWS",,0,0,"04-22","Motion Start",0,668,"0.00",,"Topfly","2727040049029c0869487062724710001626031720082182dc006509569900698101230124018c00000980207119ff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 14:55:39 -05","AWS",,0,0,"02-M","Motion",0,4627,"0.00",,"Topfly","272702004912130869487062724710000026031719553982dc0065095d70c869810124012300e100000980207118ff38000009c3af05d4003c000054600000000010f280000000ffd5"
"2026/03/17 14:54:39 -05","AWS",,0,0,"02-M","Motion",0,4626,"0.00",,"Topfly","272702004912120869487062724710000026031719543982dc0065095d70c869810124012300e100000980207118ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 14:53:40 -05","AWS",,0,0,"02-M","Motion",0,4625,"0.00",,"Topfly","272702004912110869487062724710000026031719534082dc0065095d70c86981012400e1018c00000980207018ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 14:52:40 -05","AWS",,0,0,"02-M","Motion",0,4624,"0.00",,"Topfly","272702004912100869487062724710000026031719524082dc006509569900698101230124018c00000980107118ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 14:50:40 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171950400a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 14:50:39 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/17 14:50:22 -05","AWS",,0,0,"04-22","Motion Start",0,666,"0.00",,"Topfly","2727040049029a0869487062724710801626031719502282dc006509569900698101230124018c00000980107118ff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 12:50:45 -05","AWS",,0,0,"02-M","Motion",0,4601,"0.00",,"Topfly","272702004911f90869487062724710000026031717504582dc0065095d70c86981012400e1012300000880307119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:49:45 -05","AWS",,0,0,"02-M","Motion",0,4600,"0.00",,"Topfly","272702004911f80869487062724710000026031717494582dc0065095d70c86981012400e1012300100980307119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:48:45 -05","AWS",,0,0,"02-M","Motion",0,4599,"0.00",,"Topfly","272702004911f70869487062724710000026031717484582dc0065095d70c86981012400e1012300000980207119ff38000009c3af05d4003c000054600000000010f280000000ffd5"
"2026/03/17 12:47:45 -05","AWS",,0,0,"02-M","Motion",0,4598,"0.00",,"Topfly","272702004911f60869487062724710000026031717474582dc0065095699006981012300e1018c00000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:45:43 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171745430a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 12:45:25 -05","AWS",,0,0,"04-22","Motion Start",0,664,"0.00",,"Topfly","272704004902980869487062724710001626031717452582dc006509569900698101230124018c00100980207119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:34:43 -05","AWS",,0,0,"02-M","Motion",0,4592,"0.00",,"Topfly","272702004911f00869487062724710000026031717344382dc0065095699006981012300e1012400100980107119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:32:42 -05","AWS",,0,0,"02-M","Motion",0,4590,"0.00",,"Topfly","272702004911ee0869487062724710000026031717324282dc0065095699006981012300e1012400100980107119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:31:43 -05","AWS",,0,0,"02-M","Motion",0,4589,"0.00",,"Topfly","272702004911ed0869487062724710000026031717314382dc0065095699966981018c012300e100000880307119ff38000009c3af0484003c000054600000000010f280000000ffd5"
"2026/03/17 12:30:42 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171730420a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 12:30:26 -05","AWS",,0,0,"04-22","Motion Start",0,662,"0.00",,"Topfly","272704004902960869487062724710801626031717302682dc006509569900698101230124018c00100980007119ff38000009c3af0644003c000054600000000010f280000000ffd2"
"2026/03/17 12:29:03 -05","AWS",,0,0,"04-23","Motion Stop",0,661,"0.00",,"Topfly","272704004902950869487062724710001726031717290382dc0065095d70c86981012400e1012300100880307119ff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 12:27:34 -05","AWS",,0,0,"02-U","Update",0,4587,"0.00",,"Topfly","272702004911eb0869487062724710000026031717273482dc0065095d70c86981012400e1012300100980207119ff38000009c3af05d4003c000054600000000010f280000000ffd5"
"2026/03/17 12:25:32 -05","AWS",,0,0,"02-U","Update",0,4585,"0.00",,"Topfly","272702004911e90869487062724710000026031717253282dc0065095d70c8698101240123018c00100980107119ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 12:25:32 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603171725320a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 12:23:53 -05","AWS",,0,0,"04-23","Motion Stop",0,660,"0.00",,"Topfly","272704004902940869487062724710001726031717235382dc0065095d70c869810124012300e100100980107119ff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 12:23:18 -05","AWS",,0,0,"02-M","Motion",0,4584,"0.00",,"Topfly","272702004911e80869487062724710000026031717231882dc0065095d70c869810124012300e100100980107119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:22:18 -05","AWS",,0,0,"02-M","Motion",0,4583,"0.00",,"Topfly","272702004911e70869487062724710000026031717221882dc0065095d70c869810124012300e100100980107119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:19:01 -05","AWS",,0,0,"04-22","Motion Start",0,659,"0.00",,"Topfly","272704004902930869487062724710001626031717190182dc006509569932698100e10124018c00000980207119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:11:58 -05","AWS",,0,0,"02-M","Motion",0,4578,"0.00",,"Topfly","272702004911e20869487062724710000026031717115882dc0065095d70c869810124012300e100100880407119ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 12:04:58 -05","AWS",,0,0,"02-M","Motion",0,4571,"0.00",,"Topfly","272702004911db0869487062724710000026031717045882dc0065095d70c869810124018c018c00000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:03:58 -05","AWS",,0,0,"02-M","Motion",0,4570,"0.00",,"Topfly","272702004911da0869487062724710000026031717035882dc0065095d70c869810124012300e100000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:02:58 -05","AWS",,0,0,"02-M","Motion",0,4569,"0.00",,"Topfly","272702004911d90869487062724710000026031717025882dc0065095d70c869810124012300e100000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 12:01:58 -05","AWS",,0,0,"02-M","Motion",0,4568,"0.00",,"Topfly","272702004911d80869487062724710000026031717015882dc0065095d70c86981012400e1012300000880407119ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 12:00:58 -05","AWS",,0,0,"02-M","Motion",0,4567,"0.00",,"Topfly","272702004911d70869487062724710000026031717005882dc0065095d70c8698101240123018c00200680407119ff38000009c3af05d4003c000054600000000010f280000000ffd5"
"2026/03/17 11:59:58 -05","AWS",,0,0,"02-M","Motion",0,4566,"0.00",,"Topfly","272702004911d60869487062724710000026031716595882dc0065095d70c8698101240123018c00000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:58:56 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171658560a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 11:58:38 -05","AWS",,0,0,"04-22","Motion Start",0,657,"0.00",,"Topfly","272704004902910869487062724710001626031716583882dc0065095699006981012301b2012400000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:52:28 -05","AWS",,0,0,"02-M","Motion",0,4563,"0.00",,"Topfly","272702004911d30869487062724710000026031716522882dc0065095d70c869810124012300e100000880307119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:51:28 -05","AWS",,0,0,"02-M","Motion",0,4562,"0.00",,"Topfly","272702004911d20869487062724710000026031716512882dc0065095d70c86981012400e1012300000880407119ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:48:28 -05","AWS",,0,0,"02-M","Motion",0,4559,"0.00",,"Topfly","272702004911cf0869487062724710000026031716482882dc0065095d70c86981012400e1012300000980207119ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 11:47:11 -05","AWS",,0,0,"04-22","Motion Start",0,655,"0.00",,"Topfly","2727040049028f0869487062724710001626031716471182dc006509569932698100e10124018c00100980207119ff38000009c3af0644003c000054600000000010f280000000ffd3"
"2026/03/17 11:43:25 -05","AWS",,0,0,"02-M","Motion",0,4558,"0.00",,"Topfly","272702004911ce0869487062724710000026031716432582dc006509569932698100e10124006c00000980307119ff38000009c3af0604003c000054600000000010f280000000ffd5"
"2026/03/17 11:42:25 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603171642250a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 11:42:08 -05","AWS",,0,0,"04-22","Motion Start",0,653,"0.00",,"Topfly","2727040049028d0869487062724710801626031716420882dc006509569932698100e1006c018c00000880307219ff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 11:33:28 -05","AWS",,0,0,"02-U","Update",0,4551,"0.00",,"Topfly","272702004911c70869487062724710000026031716332882dc0065095699646981018c00e1012300000780107119ff38000009c3af04f4003c000054600000000010f280000000ffd5"
"2026/03/17 11:32:28 -05","AWS",,0,0,"02-U","Update",0,4550,"0.00",,"Topfly","272702004911c60869487062724710000026031716322882dc0065095699646981018c00e1012300000880307219ff38000009c3af04f4003c000054600000000010f280000000ffd5"
"2026/03/17 11:31:27 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171631270a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 11:24:37 -05","AWS",,0,0,"04-23","Motion Stop",0,651,"0.00",,"Topfly","2727040049028b0869487062724710001726031716243782dc0065095d70c869810124012300e100000980107119ff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 11:22:46 -05","AWS",,0,0,"02-M","Motion",0,4547,"0.00",,"Topfly","272702004911c30869487062724710000026031716224682dc0065095d70c86981012400e1012300000980107219ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:21:29 -05","AWS",,0,0,"04-22","Motion Start",0,650,"0.00",,"Topfly","2727040049028a0869487062724710801626031716212982dc006509569900698101230124018c00000880407119ff38000009c3af0644003c000054600000000010f280000000ffd2"
"2026/03/17 11:09:48 -05","AWS",,0,0,"04-23","Motion Stop",0,647,"0.00",,"Topfly","272704004902870869487062724710001726031716094882dc0065095699006981012300e1012400000980107119ff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 11:09:29 -05","AWS",,0,0,"02-M","Motion",0,4536,"0.00",,"Topfly","272702004911b80869487062724710000026031716092982dc0065095699006981012300e1012480000980107219ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:08:29 -05","AWS",,0,0,"02-M","Motion",0,4535,"0.00",,"Topfly","272702004911b70869487062724710000026031716082982dc0065095699006981012300e1012400000980107219ff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 11:07:29 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171607290a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 11:07:10 -05","AWS",,0,0,"04-22","Motion Start",0,646,"0.00",,"Topfly","272704004902860869487062724710001626031716071082dc006509569900698101230124018c00000980207219ff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 10:56:32 -05","AWS",,0,0,"02-M","Motion",0,4531,"0.00",,"Topfly","272702004911b30869487062724710000026031715563282dc0065095699966981018c0123012400000880307119ff38000009c3af04b4003c000054600000000010f280000000ffd5"
"2026/03/17 10:50:34 -05","AWS",,0,0,"02-M","Motion",0,4529,"0.00",,"Topfly","272702004911b10869487062724710000026031715503482dc0065095d70c869810124012300e100000880307219ff38000009c3af0594003c000054600000000010f280000000ffd5"
"2026/03/17 10:36:46 -05","AWS",,0,0,"04-23","Motion Stop",0,641,"0.00",,"Topfly","272704004902810869487062724710001726031715364682dc0065095699006981012300e101240000098020721aff38000009c3af04f0003c000054600000000010f280000000ffd5"
"2026/03/17 10:36:00 -05","AWS",,0,0,"02-M","Motion",0,4528,"0.00",,"Topfly","272702004911b00869487062724710000026031715360082dc0065095699006981012300e101240000098020721aff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 10:35:00 -05","AWS",,0,0,"02-M","Motion",0,4527,"0.00",,"Topfly","272702004911af0869487062724710000026031715350082dc0065095699006981012300e101240000098020721aff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 10:33:58 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171533580a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 10:33:41 -05","AWS",,0,0,"04-22","Motion Start",0,640,"0.00",,"Topfly","272704004902800869487062724710001626031715334182dc006509569900698101230124018c0000098020711aff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 10:20:14 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603171520140a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 10:19:59 -05","AWS",,0,0,"04-22","Motion Start",0,636,"0.00",,"Topfly","2727040049027c0869487062724710801626031715195982dc006509569932698100e10124018c0000088030721aff38000009c3af0644003c000054600000000010f280000000ffd2"
"2026/03/17 10:13:52 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171513520a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 10:08:18 -05","AWS",,0,0,"04-23","Motion Stop",0,632,"0.00",,"Topfly","272704004902780869487062724710001726031715081882dc006509569900698101230124018c0000098020721aff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 10:08:07 -05","AWS",,0,0,"02-M","Motion",0,4513,"0.00",,"Topfly","272702004911a10869487062724710000026031715080782dc006509569900698101230124018c0000098030721aff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 10:07:09 -05","AWS",,0,0,"02-M","Motion",0,4512,"0.00",,"Topfly","272702004911a00869487062724710000026031715070982dc006509569900698101230124018c0000098020721aff38000009c3af05d4003c000054600000000010f280000000ffd5"
"2026/03/17 09:54:12 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171454120a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 09:53:55 -05","AWS",,0,0,"04-22","Motion Start",0,629,"0.00",,"Topfly","272704004902750869487062724710801626031714535582dc006509569900698101230124018c0000098010721bff38000009c3af0004003c000054600000000010f280000000ffd2"
"2026/03/17 09:42:39 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171442390a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 09:39:51 -05","AWS",,0,0,"04-23","Motion Stop",0,626,"0.00",,"Topfly","272704004902720869487062724710001726031714395182dc0065095699006981012300e101240000098020721bff38000009c3af0640003c000054600000000010f280000000ffd5"
"2026/03/17 09:39:26 -05","AWS",,0,0,"02-M","Motion",0,4499,"0.00",,"Topfly","272702004911930869487062724710000026031714392682dc0065095699006981012300e101240000098030721bff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 09:38:27 -05","AWS",,0,0,"02-M","Motion",0,4498,"0.00",,"Topfly","272702004911920869487062724710000026031714382782dc006509569900698101230124018e0000088030721bff38000009c3af0644003c000054600000000010f280000000ffd5"
"2026/03/17 09:37:24 -05","AWS",,,,"01","Device Info",,2,"NaN",,"Topfly","2727010017000208694870627247100112030502101214"
"2026/03/17 08:54:38 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603171354380a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/17 08:50:45 -05","AWS",,0,0,"02-M","Motion",0,4478,"0.00",,"Topfly","2727020049117e0869487062724710000026031713504582dc0065095699006981012300e101240010098020721dff38000009c3830644003c000054600000000010f280000000ffd5"
"2026/03/17 08:49:41 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603171349410a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
