,Server Time,Unit Time,Latitude,Longitude,Sequence #,Event Name
25,2026/03/06 10:08:54,2026/03/06 10:08:42,3.464569092,-76.52593994,235,Motion Start
27,2026/03/06 10:02:13,2026/03/06 10:02:12,3.464569092,-76.52593994,233,Motion Stop
28,2026/03/06 10:02:06,2026/03/06 10:02:06,3.464569092,-76.52593994,2346,Motion
29,2026/03/06 10:01:36,2026/03/06 10:01:36,3.464569092,-76.52593994,2345,Motion
30,2026/03/06 10:01:06,2026/03/06 10:01:06,3.464569092,-76.52593994,2344,Motion
31,2026/03/06 10:00:36,2026/03/06 10:00:36,3.464569092,-76.52593994,2343,Motion
32,2026/03/06 10:00:06,2026/03/06 10:00:06,3.464569092,-76.52593994,2342,Motion
33,2026/03/06 9:59:36,2026/03/06 9:59:36,3.464569092,-76.52593994,2341,Motion
34,2026/03/06 9:59:06,2026/03/06 9:59:06,3.464569092,-76.52593994,2340,Motion
36,2026/03/06 9:58:21,2026/03/06 9:58:21,3.464569092,-76.52593994,2339,Motion
37,2026/03/06 9:57:51,2026/03/06 9:57:51,3.464569092,-76.52593994,2338,Motion
38,2026/03/06 9:57:21,2026/03/06 9:57:21,3.464569092,-76.52593994,2337,Motion
39,2026/03/06 9:56:51,2026/03/06 9:56:51,3.463691711,-76.52536011,2336,Motion
40,2026/03/06 9:56:21,2026/03/06 9:56:21,3.463691711,-76.52536011,2335,Motion
41,2026/03/06 9:55:51,2026/03/06 9:55:51,3.463691711,-76.52536011,2334,Motion
42,2026/03/06 9:55:21,2026/03/06 9:55:21,3.463691711,-76.52536011,2333,Motion
43,2026/03/06 9:54:50,2026/03/06 9:54:50,3.463691711,-76.52536011,2332,Motion
44,2026/03/06 9:54:19,2026/03/06 9:54:19,3.463691711,-76.52536011,2331,Motion
45,2026/03/06 9:53:48,2026/03/06 9:53:48,3.463691711,-76.52536011,2330,Motion
47,2026/03/06 9:52:58,2026/03/06 9:52:58,3.463691711,-76.52536011,2329,Motion
48,2026/03/06 9:52:27,2026/03/06 9:52:27,3.463373661,-76.52560425,2328,Motion
50,2026/03/06 9:51:50,2026/03/06 9:51:50,3.463189125,-76.52577209,2327,Motion
51,2026/03/06 9:51:19,2026/03/06 9:51:19,3.462673187,-76.52591705,2326,Motion
52,2026/03/06 9:50:48,2026/03/06 9:50:48,3.462468386,-76.52617645,2325,Motion
54,2026/03/06 9:50:11,2026/03/06 9:50:11,3.462468386,-76.52617645,2324,Motion
55,2026/03/06 9:49:40,2026/03/06 9:49:40,3.462745905,-76.5267334,2323,Motion
56,2026/03/06 9:49:09,2026/03/06 9:49:09,3.462924242,-76.52693939,2322,Motion
58,2026/03/06 9:48:21,2026/03/06 9:48:21,3.463941336,-76.52663422,2321,Motion
59,2026/03/06 9:47:50,2026/03/06 9:47:50,3.463941336,-76.52663422,2320,Motion
60,2026/03/06 9:47:19,2026/03/06 9:47:19,3.463941336,-76.52663422,2319,Motion
61,2026/03/06 9:46:48,2026/03/06 9:46:48,3.463941336,-76.52663422,2318,Motion
63,2026/03/06 9:45:48,2026/03/06 9:45:48,3.464178085,-76.52668762,2317,Motion
65,2026/03/06 9:45:00,2026/03/06 9:45:00,3.464471102,-76.52649689,2316,Motion
68,2026/03/02 8:17:40,2026/03/02 8:17:38,3.465138197,-76.52612305,177,Motion Stop
69,2026/03/02 8:17:19,2026/03/02 8:17:17,3.465138197,-76.52612305,2220,Motion
70,2026/03/02 8:16:49,2026/03/02 8:16:47,3.465138197,-76.52612305,2219,Motion
71,2026/03/02 8:16:19,2026/03/02 8:16:17,3.465138197,-76.52612305,2218,Motion
72,2026/03/02 8:15:49,2026/03/02 8:15:47,3.465138197,-76.52612305,2217,Motion
73,2026/03/02 8:14:54,2026/03/02 8:14:52,3.465124369,-76.52599335,2216,Motion
74,2026/03/02 8:14:49,2026/03/02 8:14:47,3.465221167,-76.52604675,2215,Motion
75,2026/03/02 8:11:19,2026/03/02 8:11:17,3.465097666,-76.52610779,2208,Motion
76,2026/03/02 8:10:49,2026/03/02 8:10:47,3.465097666,-76.52610779,2207,Motion
77,2026/03/02 8:10:19,2026/03/02 8:10:17,3.465008259,-76.52613831,2206,Motion
78,2026/03/02 8:09:49,2026/03/02 8:09:47,3.463850498,-76.52537537,2205,Motion
79,2026/03/02 8:09:19,2026/03/02 8:09:17,3.465349913,-76.52429199,2204,Motion
80,2026/03/02 8:08:49,2026/03/02 8:08:47,3.467775583,-76.52354431,2203,Motion
81,2026/03/02 8:08:19,2026/03/02 8:08:17,3.47092247,-76.52185822,2202,Motion
82,2026/03/02 8:07:49,2026/03/02 8:07:47,3.470888376,-76.52055359,2201,Motion
83,2026/03/02 8:07:19,2026/03/02 8:07:17,3.470786333,-76.52024078,2200,Motion
84,2026/03/02 8:06:49,2026/03/02 8:06:47,3.47162652,-76.51931,2199,Motion
85,2026/03/02 8:06:19,2026/03/02 8:06:17,3.470502615,-76.51742554,2198,Motion
86,2026/03/02 8:05:49,2026/03/02 8:05:47,3.473250389,-76.51567078,2197,Motion
87,2026/03/02 8:05:19,2026/03/02 8:05:17,3.474916697,-76.51411438,2196,Motion
88,2026/03/02 8:04:49,2026/03/02 8:04:47,3.474916697,-76.51411438,2195,Motion
89,2026/03/02 8:04:19,2026/03/02 8:04:17,3.474916697,-76.51411438,2194,Motion
90,2026/03/02 8:03:49,2026/03/02 8:03:47,3.473888636,-76.513237,2193,Motion
91,2026/03/02 8:03:19,2026/03/02 8:03:17,3.471964836,-76.51153564,2192,Motion
92,2026/03/02 8:02:49,2026/03/02 8:02:47,3.4718678,-76.51144409,2191,Motion
93,2026/03/02 8:02:20,2026/03/02 8:02:17,3.471395254,-76.51101685,2190,Motion
94,2026/03/02 8:01:49,2026/03/02 8:01:47,3.469881773,-76.50984192,2189,Motion
95,2026/03/02 8:01:19,2026/03/02 8:01:17,3.469881773,-76.50984192,2188,Motion
96,2026/03/02 8:00:49,2026/03/02 8:00:47,3.469564438,-76.50960541,2187,Motion
97,2026/03/02 8:00:19,2026/03/02 8:00:17,3.470424891,-76.50682068,2186,Motion
98,2026/03/02 7:59:49,2026/03/02 7:59:47,3.471342087,-76.50376892,2185,Motion
99,2026/03/02 7:59:19,2026/03/02 7:59:17,3.47171545,-76.50250244,2184,Motion
100,2026/03/02 7:58:49,2026/03/02 7:58:47,3.47171545,-76.50250244,2183,Motion
101,2026/03/02 7:58:19,2026/03/02 7:58:17,3.47191453,-76.50193787,2182,Motion
102,2026/03/02 7:57:49,2026/03/02 7:57:47,3.472885847,-76.49933624,2181,Motion
103,2026/03/02 7:57:19,2026/03/02 7:57:17,3.472885847,-76.49933624,2180,Motion
104,2026/03/02 7:56:49,2026/03/02 7:56:47,3.473618031,-76.49672699,2179,Motion
105,2026/03/02 7:56:19,2026/03/02 7:56:17,3.472711086,-76.49687195,2178,Motion
106,2026/03/02 7:55:49,2026/03/02 7:55:47,3.473134995,-76.49534607,2177,Motion
107,2026/03/02 7:55:19,2026/03/02 7:55:17,3.473134995,-76.49534607,2176,Motion
108,2026/03/02 7:54:49,2026/03/02 7:54:47,3.471928358,-76.49465179,2175,Motion
109,2026/03/02 7:54:19,2026/03/02 7:54:17,3.470407009,-76.49430847,2174,Motion
110,2026/03/02 7:53:49,2026/03/02 7:53:47,3.469130993,-76.49393463,2173,Motion
111,2026/03/02 7:53:19,2026/03/02 7:53:17,3.468158484,-76.49320221,2172,Motion
112,2026/03/02 7:52:49,2026/03/02 7:52:47,3.468385696,-76.4914093,2171,Motion
113,2026/03/02 7:52:19,2026/03/02 7:52:17,3.468137264,-76.49133301,2170,Motion
114,2026/03/02 7:51:49,2026/03/02 7:51:47,3.465921164,-76.49040985,2169,Motion
115,2026/03/02 7:51:19,2026/03/02 7:51:17,3.46667099,-76.48780823,2168,Motion
116,2026/03/02 7:50:49,2026/03/02 7:50:47,3.467486143,-76.48509216,2167,Motion
117,2026/03/02 7:50:19,2026/03/02 7:50:17,3.467710972,-76.48445892,2166,Motion
118,2026/03/02 7:49:49,2026/03/02 7:49:47,3.467710972,-76.48445892,2165,Motion
119,2026/03/02 7:49:19,2026/03/02 7:49:17,3.467945814,-76.48368835,2164,Motion
120,2026/03/02 7:48:49,2026/03/02 7:48:47,3.46872139,-76.48114777,2163,Motion
121,2026/03/02 7:48:19,2026/03/02 7:48:17,3.468880892,-76.48042297,2162,Motion
122,2026/03/02 7:47:49,2026/03/02 7:47:47,3.468880892,-76.48042297,2161,Motion
123,2026/03/02 7:47:19,2026/03/02 7:47:17,3.467760801,-76.47982025,2160,Motion
124,2026/03/02 7:46:49,2026/03/02 7:46:47,3.465710402,-76.47947693,2159,Motion
125,2026/03/02 7:46:19,2026/03/02 7:46:17,3.463922501,-76.47991943,2158,Motion
126,2026/03/02 7:45:49,2026/03/02 7:45:47,3.461219549,-76.48049164,2157,Motion
127,2026/03/02 7:45:19,2026/03/02 7:45:17,3.457995653,-76.48130035,2156,Motion
128,2026/03/02 7:44:49,2026/03/02 7:44:47,3.454480648,-76.48212433,2155,Motion
129,2026/03/02 7:44:19,2026/03/02 7:44:17,3.451696873,-76.48266602,2154,Motion
130,2026/03/02 7:43:49,2026/03/02 7:43:47,3.450934887,-76.48062134,2153,Motion
131,2026/03/02 7:43:19,2026/03/02 7:43:17,3.450532198,-76.47930145,2152,Motion
132,2026/03/02 7:42:49,2026/03/02 7:42:47,3.450750113,-76.47615814,2151,Motion
133,2026/03/02 7:42:19,2026/03/02 7:42:17,3.450279951,-76.47234344,2150,Motion
134,2026/03/02 7:41:49,2026/03/02 7:41:47,3.44910717,-76.46824646,2149,Motion
135,2026/03/02 7:41:19,2026/03/02 7:41:17,3.446964979,-76.46434021,2148,Motion
136,2026/03/02 7:40:49,2026/03/02 7:40:47,3.443531752,-76.46192169,2147,Motion
137,2026/03/02 7:40:19,2026/03/02 7:40:17,3.440592766,-76.45968628,2146,Motion
138,2026/03/02 7:39:49,2026/03/02 7:39:47,3.4373734,-76.45877075,2145,Motion
139,2026/03/02 7:39:19,2026/03/02 7:39:17,3.434327602,-76.45890808,2144,Motion
140,2026/03/02 7:38:49,2026/03/02 7:38:47,3.432540655,-76.45879364,2143,Motion
141,2026/03/02 7:38:19,2026/03/02 7:38:17,3.428667545,-76.45880127,2142,Motion
142,2026/03/02 7:37:49,2026/03/02 7:37:47,3.424327612,-76.45835114,2141,Motion
143,2026/03/02 7:37:19,2026/03/02 7:37:17,3.419624567,-76.45905304,2140,Motion
144,2026/03/02 7:36:51,2026/03/02 7:36:47,3.415501356,-76.4569397,2139,Motion
145,2026/03/02 7:36:19,2026/03/02 7:36:17,3.413116217,-76.45282745,2138,Motion
146,2026/03/02 7:35:49,2026/03/02 7:35:47,3.410997868,-76.44886017,2137,Motion
147,2026/03/02 7:35:19,2026/03/02 7:35:17,3.411425114,-76.44409943,2136,Motion
148,2026/03/02 7:34:49,2026/03/02 7:34:47,3.411506653,-76.44223022,2135,Motion
149,2026/03/02 7:34:21,2026/03/02 7:34:17,3.410787821,-76.44634247,2134,Motion
150,2026/03/02 7:33:49,2026/03/02 7:33:47,3.411184788,-76.4498291,2133,Motion
151,2026/03/02 7:33:19,2026/03/02 7:33:17,3.410928011,-76.45149994,2132,Motion
152,2026/03/02 7:32:49,2026/03/02 7:32:47,3.409323215,-76.45175171,2131,Motion
153,2026/03/02 7:32:19,2026/03/02 7:32:17,3.408015966,-76.45101929,2130,Motion
154,2026/03/02 7:31:49,2026/03/02 7:31:47,3.406182528,-76.45140076,2129,Motion
155,2026/03/02 7:31:19,2026/03/02 7:31:17,3.403656483,-76.45181274,2128,Motion
156,2026/03/02 7:30:49,2026/03/02 7:30:47,3.403689861,-76.44892883,2127,Motion
157,2026/03/02 7:30:19,2026/03/02 7:30:17,3.40378809,-76.44600677,2126,Motion
158,2026/03/02 7:29:49,2026/03/02 7:29:47,3.403697252,-76.44313812,2125,Motion
159,2026/03/02 7:29:19,2026/03/02 7:29:17,3.403660774,-76.44121552,2124,Motion
160,2026/03/02 7:28:23,2026/03/02 7:28:21,3.40448451,-76.43914032,2123,Motion
161,2026/03/02 7:28:19,2026/03/02 7:28:17,3.404536724,-76.43910217,2122,Motion
162,2026/03/02 7:27:49,2026/03/02 7:27:47,3.404536724,-76.43910217,2121,Motion
163,2026/03/02 7:27:19,2026/03/02 7:27:17,3.404536724,-76.43910217,2120,Motion
164,2026/03/02 7:26:50,2026/03/02 7:26:47,3.404536724,-76.43910217,2119,Motion
165,2026/03/02 7:26:50,2026/03/02 7:26:17,3.404536724,-76.43910217,2118,Motion
166,2026/03/02 7:26:50,2026/03/02 7:25:47,3.404536724,-76.43910217,2117,Motion
222,2026/03/01 12:54:39,2026/03/01 12:54:38,3.404536247,-76.43915558,175,Motion Stop
223,2026/03/01 12:54:24,2026/03/01 12:54:23,3.404536247,-76.43915558,2061,Motion
224,2026/03/01 12:53:54,2026/03/01 12:53:53,3.404536247,-76.43915558,2060,Motion
225,2026/03/01 12:53:24,2026/03/01 12:53:23,3.404536247,-76.43915558,2059,Motion
226,2026/03/01 12:52:54,2026/03/01 12:52:53,3.404536247,-76.43915558,2058,Motion
227,2026/03/01 12:52:25,2026/03/01 12:52:23,3.404536247,-76.43915558,2057,Motion
228,2026/03/01 12:51:55,2026/03/01 12:51:53,3.404536247,-76.43915558,2056,Motion
229,2026/03/01 12:51:28,2026/03/01 12:51:23,3.404536247,-76.43915558,2055,Motion
230,2026/03/01 12:51:28,2026/03/01 12:50:33,3.404536247,-76.43915558,174,Motion Start
235,2026/03/01 11:28:02,2026/03/01 11:28:00,3.404536247,-76.43915558,173,Motion Stop
236,2026/03/01 11:27:49,2026/03/01 11:27:47,3.404536247,-76.43915558,2050,Motion
237,2026/03/01 11:27:19,2026/03/01 11:27:17,3.404536247,-76.43915558,2049,Motion
238,2026/03/01 11:26:49,2026/03/01 11:26:47,3.404536247,-76.43915558,2048,Motion
239,2026/03/01 11:26:17,2026/03/01 11:25:57,3.404536247,-76.43915558,172,Motion Start
240,2026/03/01 11:19:45,2026/03/01 11:19:43,3.404536247,-76.43915558,171,Motion Stop
241,2026/03/01 11:19:34,2026/03/01 11:19:33,3.404536247,-76.43915558,2047,Motion
242,2026/03/01 11:19:04,2026/03/01 11:19:03,3.404536247,-76.43915558,2046,Motion
243,2026/03/01 11:18:34,2026/03/01 11:18:33,3.404536247,-76.43915558,2045,Motion
244,2026/03/01 11:18:04,2026/03/01 11:18:03,3.404536247,-76.43915558,2044,Motion
245,2026/03/01 11:17:34,2026/03/01 11:17:33,3.404536247,-76.43915558,2043,Motion
246,2026/03/01 11:17:04,2026/03/01 11:17:03,3.404536247,-76.43915558,2042,Motion
247,2026/03/01 11:16:33,2026/03/01 11:16:13,3.404536247,-76.43915558,170,Motion Start
249,2026/03/01 11:13:41,2026/03/01 11:13:39,3.404536247,-76.43915558,169,Motion Stop
250,2026/03/01 11:13:11,2026/03/01 11:13:10,3.404536247,-76.43915558,2040,Motion
251,2026/03/01 11:12:41,2026/03/01 11:12:40,3.404536247,-76.43915558,2039,Motion
252,2026/03/01 11:12:11,2026/03/01 11:12:10,3.404536247,-76.43915558,2038,Motion
253,2026/03/01 11:11:41,2026/03/01 11:11:40,3.404536247,-76.43915558,2037,Motion
254,2026/03/01 11:11:11,2026/03/01 11:11:10,3.404536247,-76.43915558,2036,Motion
255,2026/03/01 11:10:41,2026/03/01 11:10:40,3.404536247,-76.43915558,2035,Motion
256,2026/03/01 11:10:11,2026/03/01 11:10:10,3.404536247,-76.43915558,2034,Motion
257,2026/03/01 11:09:41,2026/03/01 11:09:40,3.404536247,-76.43915558,2033,Motion
258,2026/03/01 11:09:11,2026/03/01 11:09:10,3.404536247,-76.43915558,2032,Motion
259,2026/03/01 11:08:41,2026/03/01 11:08:40,3.404536247,-76.43915558,2031,Motion
260,2026/03/01 11:08:11,2026/03/01 11:08:10,3.404536247,-76.43915558,2030,Motion
261,2026/03/01 11:07:41,2026/03/01 11:07:40,3.404536247,-76.43915558,2029,Motion
262,2026/03/01 11:07:11,2026/03/01 11:07:10,3.404536247,-76.43915558,2028,Motion
263,2026/03/01 11:06:41,2026/03/01 11:06:40,3.404536247,-76.43915558,2027,Motion
264,2026/03/01 11:06:11,2026/03/01 11:06:10,3.404536247,-76.43915558,2026,Motion
265,2026/03/01 11:05:41,2026/03/01 11:05:40,3.404536247,-76.43915558,2025,Motion
266,2026/03/01 11:05:11,2026/03/01 11:05:10,3.404536247,-76.43915558,2024,Motion
267,2026/03/01 11:04:41,2026/03/01 11:04:40,3.404536247,-76.43915558,2023,Motion
268,2026/03/01 11:04:11,2026/03/01 11:04:10,3.404536247,-76.43915558,2022,Motion
269,2026/03/01 11:03:42,2026/03/01 11:03:41,3.404536247,-76.43915558,2021,Motion
270,2026/03/01 11:03:12,2026/03/01 11:03:11,3.404536247,-76.43915558,2020,Motion
271,2026/03/01 11:02:42,2026/03/01 11:02:41,3.404536247,-76.43915558,2019,Motion
272,2026/03/01 11:02:14,2026/03/01 11:02:11,3.404536247,-76.43915558,2018,Motion
273,2026/03/01 11:01:41,2026/03/01 11:01:19,3.404536247,-76.43915558,168,Motion Start
274,2026/03/01 10:56:50,2026/03/01 10:56:47,3.404536247,-76.43915558,167,Motion Stop
275,2026/03/01 10:56:26,2026/03/01 10:56:23,3.404536247,-76.43915558,2017,Motion
276,2026/03/01 10:55:56,2026/03/01 10:55:53,3.404536247,-76.43915558,2016,Motion
277,2026/03/01 10:55:26,2026/03/01 10:55:23,3.404536247,-76.43915558,2015,Motion
278,2026/03/01 10:54:55,2026/03/01 10:54:33,3.404536247,-76.43915558,166,Motion Start
