"Unit Time","Data Center","Voltage","Latitude","Longitude","Raw Event","Event Name","Heading","Sequence #","GPS Speed","Address","Unit Type","Raw Data"
"2026/03/06 09:37:03 -05","AWS",,0,0,"02-M","Motion",0,2306,"0.00",,"Topfly","272702004909020869487062724710000026030614370382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:36:33 -05","AWS",,0,0,"02-M","Motion",0,2305,"0.00",,"Topfly","272702004909010869487062724710000026030614363382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:36:03 -05","AWS",,0,0,"02-M","Motion",0,2304,"0.00",,"Topfly","272702004909000869487062724710000026030614360382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:35:33 -05","AWS",,0,0,"02-M","Motion",0,2303,"0.00",,"Topfly","272702004908ff0869487062724710000026030614353382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:35:02 -05","AWS",,0,0,"02-M","Motion",0,2302,"0.00",,"Topfly","272702004908fe0869487062724710000026030614350282dc006509569900698101230124018c80300680500018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:34:31 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603061434310a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:52:56 -05","AWS",,0,0,"04-23","Motion Stop",0,218,"0.00",,"Topfly","272704004900da0869487062724710801726030613525682dc0065095d70c86981012400e1018c80980000000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:52:39 -05","AWS",,0,0,"02-M","Motion",0,2301,"0.00",,"Topfly","272702004908fd0869487062724710000026030613523982dc0065095d70c86981012400e1018c80980000000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:52:08 -05","AWS",,0,0,"02-M","Motion",0,2300,"0.00",,"Topfly","272702004908fc0869487062724710000026030613520882dc006509569932698100e10124018c80980000000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:51:39 -05","AWS",,0,0,"02-M","Motion",0,2299,"0.00",,"Topfly","272702004908fb0869487062724710000026030613513982dc006509569932698100e10124018c80980000000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:50:27 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061350270a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:50:12 -05","AWS",,0,0,"04-3","User Update",0,217,"0.00",,"Topfly","272704004900d90869487062724710000326030613501282dc0065095d70c86981012400e1018c80980000000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:47:02 -05","AWS",,0,0,"04-23","Motion Stop",0,215,"0.00",,"Topfly","272704004900d70869487062724710001726030613470282dc006509569932698100e10123012400080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:47:01 -05","AWS",,0,0,"02-U","Update",0,2298,"0.00",,"Topfly","272702004908fa0869487062724710000026030613470182dc006509569932698100e10123012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:46:02 -05","AWS",,0,0,"02-U","Update",0,2296,"0.00",,"Topfly","272702004908f80869487062724710000026030613460282dc006509569932698100e10124018c00080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:45:31 -05","AWS",,0,0,"02-U","Update",0,2295,"0.00",,"Topfly","272702004908f70869487062724710800026030613453182dc006509569932698100e10124018c00080080900018ff41000003ff970644001e000054600000000010f280000000ffd2"
"2026/03/06 08:45:31 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061345310a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:45:29 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/06 03:52:37 -05","AWS",,0,0,"02-U","Update",0,2294,"0.00",,"Topfly","272702004908f60869487062724710000026030608523782dc006509569932698100e1018e018c00080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 03:51:57 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603060851570a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 03:51:55 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 21:52:37 -05","AWS",,0,0,"02-U","Update",0,2293,"0.00",,"Topfly","272702004908f50869487062724710000026030602523782dc006509569900698101230000000000080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/05 21:51:55 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 21:51:55 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603060251550a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 15:51:55 -05","AWS",,0,0,"04-23","Motion Stop",0,214,"0.00",,"Topfly","272704004900d60869487062724710001726030520515582dc0065095d70c8698101240123018c00080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/05 15:50:57 -05","AWS",,0,0,"02-M","Motion",0,2291,"0.00",,"Topfly","272702004908f30869487062724710800026030520505782dc0065095d70c86981012400e1012300080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 15:50:27 -05","AWS",,0,0,"02-M","Motion",0,2290,"0.00",,"Topfly","272702004908f20869487062724710000026030520502782dc0065095d70c86981012400e1012300000280900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 15:49:57 -05","AWS",,0,0,"02-M","Motion",0,2289,"0.00",,"Topfly","272702004908f10869487062724710000026030520495782dc006509569932698100e10124018c00000280900017ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 15:49:28 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 14:49:31 -05","AWS",,0,0,"02-M","Motion",0,2288,"0.00",,"Topfly","272702004908f00869487062724710000026030519493182dc0065095d70c86981012400e1012300080080900018ff41000003ff970594001e000054600000000010f280000000ffd5"
"2026/03/05 14:49:01 -05","AWS",,0,0,"02-M","Motion",0,2287,"0.00",,"Topfly","272702004908ef0869487062724710000026030519490182dc0065095d70c86981012400e1012300080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:48:00 -05","AWS",,0,0,"02-M","Motion",0,2285,"0.00",,"Topfly","272702004908ed0869487062724710000026030519480082dc0065095d70c869810124012300e180280600700018ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/05 14:47:31 -05","AWS",,0,0,"02-M","Motion",0,2284,"0.00",,"Topfly","272702004908ec0869487062724710000026030519473182dc0065095d70c869810124018c018c80280600700018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:47:00 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603051947000a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 14:46:44 -05","AWS",,0,0,"04-22","Motion Start",0,211,"0.00",,"Topfly","272704004900d30869487062724710001626030519464482dc0065095d70c869810124018c018c00800280200018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:33:20 -05","AWS",,0,0,"02-M","Motion",0,2283,"0.00",,"Topfly","272702004908eb0869487062724710000026030519332082dc006509569900698101230124018c80980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:32:49 -05","AWS",,0,0,"02-M","Motion",0,2282,"0.00",,"Topfly","272702004908ea0869487062724710000026030519324982dc006509569900698101230124018c80980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:32:20 -05","AWS",,0,0,"02-M","Motion",0,2281,"0.00",,"Topfly","272702004908e90869487062724710000026030519322082dc006509569900698101230124018c80980080000017ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:31:23 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603051931230a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 14:31:19 -05","AWS",,0,0,"04-22","Motion Start",0,208,"0.00",,"Topfly","272704004900d00869487062724710001626030519311982dc006509569900698101230124018c80980080000017ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 14:31:06 -05","AWS",,0,0,"04-3","User Update",0,209,"0.00",,"Topfly","272704004900d10869487062724710000326030519310682dc0065095699006981012300e1012480980080000018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/05 12:34:07 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 10:19:16 -05","AWS",,0,0,"04-23","Motion Stop",0,207,"0.00",,"Topfly","272704004900cf0869487062724710001726030515191682dc0065095d70c86981012400e1012380080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/05 10:18:59 -05","AWS",,0,0,"02-M","Motion",0,2280,"0.00",,"Topfly","272702004908e80869487062724710000026030515185982dc0065095d70c86981012400e1012300080080900018ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/05 10:17:29 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 10:17:29 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603051517290a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 10:17:12 -05","AWS",,0,0,"04-22","Motion Start",0,206,"0.00",,"Topfly","272704004900ce0869487062724710001626030515171282dc0065095d70c8698101240123018e00080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/05 08:17:20 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603051317200a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 08:17:19 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 04:37:57 -05","AWS",,0,0,"02-U","Update",0,2277,"0.00",,"Topfly","272702004908e50869487062724710200026030509375782dc0065095d70c8698101240000000000080080900019ff41000003ff970590001e000054600000000010f280000000ffd5"
"2026/03/05 04:37:54 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603050937540a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/05 04:37:53 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/04 22:37:57 -05","AWS",,0,0,"02-U","Update",0,2276,"0.00",,"Topfly","272702004908e40869487062724710200026030503375782dc006509569932698100e10124018e00080080900019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/04 22:37:53 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603050337530a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/04 22:37:52 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/04 16:37:56 -05","AWS",,0,0,"02-U","Update",0,2275,"0.00",,"Topfly","272702004908e30869487062724710200026030421375682dc006509569900698101230124018c0008008090001dff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/04 16:37:54 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603042137540a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/04 10:38:36 -05","AWS",,0,0,"02-U","Update",0,2274,"0.00",,"Topfly","272702004908e20869487062724710000026030415383682dc006509569900698101230124018e0008008090001cff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/04 10:37:53 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603041537530a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/04 10:37:52 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/04 04:38:36 -05","AWS",,0,0,"02-U","Update",0,2273,"0.00",,"Topfly","272702004908e10869487062724710000026030409383682dc0065095d70c8698101240000000000080080900019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/04 04:37:55 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603040937550a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/04 04:37:54 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/03 22:38:36 -05","AWS",,0,0,"02-U","Update",0,2272,"0.00",,"Topfly","272702004908e00869487062724710000026030403383682dc0065095699006981012301b2000000080080900019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 22:37:53 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/03 22:37:53 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603040337530a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 16:37:57 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603032137570a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 16:37:56 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/03 10:37:44 -05","AWS",,0,0,"02-M","Motion",0,2270,"0.00",,"Topfly","272702004908de0869487062724710000026030315374482dc0065095d70c869810124012300e100080080900019ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/03 10:36:43 -05","AWS",,0,0,"02-M","Motion",0,2268,"0.00",,"Topfly","272702004908dc0869487062724710000026030315364382dc0065095d70c86981012400e1012300080080900019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 10:36:12 -05","AWS",,0,0,"02-M","Motion",0,2267,"0.00",,"Topfly","272702004908db0869487062724710000026030315361282dc0065095d70c86981012400e1012380980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 10:35:40 -05","AWS",,0,0,"02-M","Motion",0,2266,"0.00",,"Topfly","272702004908da0869487062724710000026030315354082dc0065095699006981012301b2012480980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 10:35:10 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603031535100a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 10:34:53 -05","AWS",,0,0,"04-22","Motion Start",0,203,"0.00",,"Topfly","272704004900cb0869487062724710001626030315345382dc0065095699006981012301b2012480980080000018ff41000003ff970004001e000054600000000010f280000000ffd2"
"2026/03/03 09:42:34 -05","AWS",,0,0,"04-23","Motion Stop",0,202,"0.00",,"Topfly","272704004900ca0869487062724710001726030314423482dc006509569932698100e1018c012480980080000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 09:42:14 -05","AWS",,0,0,"02-M","Motion",0,2265,"0.00",,"Topfly","272702004908d90869487062724710000026030314421482dc006509569932698100e10000000080980080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:41:44 -05","AWS",,0,0,"02-M","Motion",0,2264,"0.00",,"Topfly","272702004908d80869487062724710000026030314414482dc006509569932698100e10000000080980080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:41:13 -05","AWS",,0,0,"02-M","Motion",0,2263,"0.00",,"Topfly","272702004908d70869487062724710000026030314411382dc006509569932698100e10124018c80980080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:40:12 -05","AWS",,0,0,"04-22","Motion Start",0,200,"0.00",,"Topfly","272704004900c80869487062724710001626030314401282dc006509569932698100e10124018c80980080000018ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/03 09:39:19 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603031439190a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 09:39:02 -05","AWS",,0,0,"04-3","User Update",0,201,"0.00",,"Topfly","272704004900c90869487062724710800326030314390282dc006509569932698100e1018c012480980000000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:20:11 -05","AWS",,0,0,"04-23","Motion Stop",0,199,"0.00",,"Topfly","272704004900c70869487062724710001726030314201182dc0065095699966981018c00e1012380980080000019ff41000003ff970520001e000054600000000010f280000000ffd5"
"2026/03/03 09:19:45 -05","AWS",,0,0,"02-M","Motion",0,2262,"0.00",,"Topfly","272702004908d60869487062724710000026030314194582dc0065095699966981018c00e1012380980080000019ff41000003ff970484001e000054600000000010f280000000ffd5"
"2026/03/03 09:19:15 -05","AWS",,0,0,"02-M","Motion",0,2261,"0.00",,"Topfly","272702004908d50869487062724710000026030314191582dc0065095699966981018c00e1012380980080000019ff41000003ff9704f4001e000054600000000010f280000000ffd5"
"2026/03/03 09:18:45 -05","AWS",,0,0,"02-M","Motion",0,2260,"0.00",,"Topfly","272702004908d40869487062724710000026030314184582dc0065095699006981012301b2012480500480600019ff41000003ff9704f4001e000054600000000010f280000000ffd5"
"2026/03/03 09:18:13 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603031418130a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 09:17:56 -05","AWS",,0,0,"04-3","User Update",0,198,"0.00",,"Topfly","272704004900c60869487062724710800326030314175682dc0065095699006981012301b2012480500480600019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:17:55 -05","AWS",,0,0,"04-22","Motion Start",0,197,"0.00",,"Topfly","272704004900c50869487062724710001626030314175582dc0065095699006981012301b2012480500480600019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 09:03:50 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603031403500a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 09:03:32 -05","AWS",,0,0,"04-3","User Update",0,195,"0.00",,"Topfly","272704004900c30869487062724710000326030314033282dc0065095d70c86981012400e1018c80980080000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 08:58:24 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603031358240a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 08:58:06 -05","AWS",,0,0,"04-3","User Update",0,194,"0.00",,"Topfly","272704004900c20869487062724710000326030313580682dc0065095d70c86981012400e1012380680180600018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 08:51:41 -05","AWS",,0,0,"02-M","Motion",0,2259,"0.00",,"Topfly","272702004908d30869487062724710000026030313514182dc0065095d70c869810124018c018c80980080000019ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/03 08:51:11 -05","AWS",,0,0,"02-M","Motion",0,2258,"0.00",,"Topfly","272702004908d20869487062724710000026030313511182dc0065095d70c8698101240000000080980080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:50:41 -05","AWS",,0,0,"02-M","Motion",0,2257,"0.00",,"Topfly","272702004908d10869487062724710000026030313504182dc0065095d70c8698101240000000081080080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:50:10 -05","AWS",,0,0,"04-22","Motion Start",0,191,"0.00",,"Topfly","272704004900bf0869487062724710001626030313501082dc0065095d70c8698101240000000080980080000018ff41000003ff970604001e000054600000000010f280000000ffd5"
"2026/03/03 08:40:40 -05","AWS",,0,0,"02-M","Motion",0,2256,"0.00",,"Topfly","272702004908d00869487062724710000026030313404082dc0065095d70c86981012400e1012380980080000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:40:10 -05","AWS",,0,0,"02-M","Motion",0,2255,"0.00",,"Topfly","272702004908cf0869487062724710000026030313401082dc0065095d70c8698101240000000080980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:39:15 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603031339150a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 08:39:10 -05","AWS",,0,0,"04-22","Motion Start",0,188,"0.00",,"Topfly","272704004900bc0869487062724710001626030313391082dc0065095d70c8698101240000000080980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:26:36 -05","AWS",,0,0,"04-23","Motion Stop",0,187,"0.00",,"Topfly","272704004900bb0869487062724710801726030313263682dc0065095699006981012300e1018e80980080000018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 08:26:12 -05","AWS",,0,0,"02-M","Motion",0,2254,"0.00",,"Topfly","272702004908ce0869487062724710000026030313261282dc0065095699006981012300e1012480980080000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/03 08:25:12 -05","AWS",,0,0,"02-M","Motion",0,2252,"0.00",,"Topfly","272702004908cc0869487062724710000026030313251282dc0065095699646981018c00e1012380980080000018ff41000003ff970524001e000054600000000010f280000000ffd5"
"2026/03/03 08:24:12 -05","AWS",,0,0,"04-22","Motion Start",0,185,"0.00",,"Topfly","272704004900b90869487062724710801626030313241282dc006509569932698100e10124018c80100080900018ff41000003ff970004001e000054600000000010f280000000ffd2"
"2026/03/03 08:23:59 -05","AWS",,0,0,"04-3","User Update",0,186,"0.00",,"Topfly","272704004900ba0869487062724710000326030313235982dc0065095699006981012300e1018e00080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 06:03:56 -05","AWS",,0,0,"02-U","Update",0,2251,"0.00",,"Topfly","272702004908cb0869487062724710000026030311035682dc006509569932698100e10124018c00080080900019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 06:03:20 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/03 06:03:20 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603031103200a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/03 00:03:46 -05","AWS",,0,0,"02-U","Update",0,2250,"0.00",,"Topfly","272702004908ca0869487062724710000026030305034682dc006509569932698100e10124018c00080080900019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/03 00:02:45 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/03 00:02:44 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603030502440a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/02 18:02:43 -05","AWS",,0,0,"04-23","Motion Stop",0,184,"0.00",,"Topfly","272704004900b80869487062724710001726030223024382dc0065095d70c86981012400e1012300080080900018ff41000003ff970600001e000054600000000010f280000000ffd5"
"2026/03/02 18:02:36 -05","AWS",,0,0,"02-M","Motion",0,2249,"0.00",,"Topfly","272702004908c90869487062724710000026030223023682dc0065095d70c86981012400e1012300080080900017ff41000003ff970644001e000054600000000010f280000000ffd5"
