Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTPDP,500700,868574042950704,,20260201001444,5AD1$,,,,,,,,,,,,,,,,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,65,26.6,-81.695381,12.583966,20260201123156,732,101,3B2E,BBAFE34,4,12,10725.3,1226:07:47,,,100,210100,,,,20260201123159,5B02$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,65,26.6,-81.695381,12.583966,20260201123256,732,101,3B2E,BBAFE34,4,12,10725.3,1226:08:47,,,100,210100,,,,20260201123259,5B03$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,65,26.6,-81.695381,12.583966,20260201123356,732,101,3B2E,BBAFE34,4,12,10725.3,1226:09:47,,,100,210100,,,,20260201123359,5B04$
+RESP:GTSTT,500700,868574042950704,,22,0,0,65,26.6,-81.695381,12.583966,20260201123441,732,101,3B2E,BBAFE34,6,220100,12,20260201123443,5B05$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,13.9,59,20.5,-81.695116,12.584147,20260201123456,732,101,3B2E,BBAFE34,4,10,10725.3,1226:10:47,,,100,220100,,,,20260201123459,5B06$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,8.5,79,23.7,-81.694939,12.584181,20260201123502,732,101,3B2E,BBAFE34,4,12,10725.3,1226:10:52,,,100,220100,,,,20260201123502,5B07$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,26,138,24.2,-81.694774,12.583884,20260201123508,732,101,3B2E,BBAFE34,4,12,10725.4,1226:10:57,,,100,220100,,,,20260201123508,5B08$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,16.4,214,27.7,-81.694646,12.5834,20260201123532,732,101,3B2E,BBAFE34,4,12,10725.5,1226:11:22,,,100,220100,,,,20260201123532,5B09$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,12.8,192,28.7,-81.694849,12.582972,20260201123556,732,101,3B2E,BBAFE34,4,12,10725.5,1226:11:47,,,100,220100,,,,20260201123559,5B0A$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,11.5,155,28.5,-81.694775,12.582857,20260201123602,732,101,3B2E,BBAFE34,4,12,10725.5,1226:11:52,,,100,220100,,,,20260201123602,5B0B$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,33.2,103,28.8,-81.694358,12.582751,20260201123608,732,101,3B2E,BBAFE34,4,12,10725.6,1226:11:57,,,100,220100,,,,20260201123608,5B0C$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,23.3,45,18.3,-81.691831,12.581354,20260201123656,732,101,3B2E,BBAFE02,4,12,10725.9,1226:12:47,,,100,220100,,,,20260201123659,5B0D$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,12.3,353,17.2,-81.691769,12.581795,20260201123714,732,101,3B2E,BBAFE02,4,12,10726,1226:13:02,,,100,220100,,,,20260201123714,5B0E$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201123756,732,101,3B2E,BBAFE02,4,12,10726.1,1226:13:47,,,100,220100,,,,20260201123759,5B0F$
+RESP:GTSTT,500700,868574042950704,,21,0,0,335,15.1,-81.692329,12.582672,20260201123811,732,101,3B2E,BBAFE02,6,210100,12,20260201123812,5B10$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201123856,732,101,3B2E,BBAFE02,4,12,10726.1,1226:14:47,,,100,210100,,,,20260201123859,5B11$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201123956,732,101,3B2E,BBAFE02,4,12,10726.1,1226:15:47,,,100,210100,,,,20260201123959,5B12$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201124056,732,101,3B2E,BBAFE02,4,12,10726.1,1226:16:47,,,100,210100,,,,20260201124059,5B13$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201124156,732,101,3B2E,BBAFE02,4,12,10726.1,1226:17:47,,,100,210100,,,,20260201124159,5B14$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,335,15.1,-81.692329,12.582672,20260201124156,732,101,3B2E,BBAFE02,4,12,10726.1,1226:17:47,,,100,210100,,,,20260201124159,5B14$
+RESP:GTSTT,500700,868574042950704,,22,0,0,335,15.1,-81.692329,12.582672,20260201124235,732,101,3B2E,BBAFE02,6,220100,12,20260201124237,5B15$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,21.6,334,15.8,-81.692904,12.583882,20260201124256,732,101,3B2E,BBAFE33,4,12,10726.3,1226:18:47,,,100,220100,,,,20260201124259,5B16$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,21.9,307,15,-81.693371,12.584394,20260201124308,732,101,3B2E,BBAFE33,4,12,10726.3,1226:18:57,,,100,220100,,,,20260201124308,5B17$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,20.1,254,27.5,-81.694224,12.584631,20260201124332,732,101,3B2E,BBAFE33,4,12,10726.4,1226:19:22,,,100,220100,,,,20260201124332,5B18$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,15.6,280,33.9,-81.695189,12.58422,20260201124356,732,101,3B2E,BBAFE33,4,12,10726.6,1226:19:47,,,100,220100,,,,20260201124359,5B19$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,23.3,292,34.2,-81.695362,12.584304,20260201124359,732,101,3B2E,BBAFE33,4,12,10726.6,1226:19:47,,,100,220100,,,,20260201124359,5B1A$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,265,20,-81.697483,12.584953,20260201124456,732,101,3B2E,BBAFE6F,4,12,10726.8,1226:21:42,,,100,220100,,,,20260201124554,5B1B$
+RESP:GTIGF,500700,868574042950704,,1721,0,0,265,20,-81.697483,12.584953,20260201124611,732,101,3B2E,BBAFE6F,6,120000,12,1226:22:03,10726.8,20260201124612,5B1C$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,12,0,0,265,20,-81.697483,12.584953,20260201124611,732,101,3B2E,BBAFE6F,6,120000,12,20260201124612,5B1D$,,,,,,,,,,
+RESP:GTIGL,500700,868574042950704,,,0,1,1,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,4,12,10726.8,20260201124616,5B1E$,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,4,12,10726.8,1226:22:03,,,100,120000,,,,20260201124616,5B1F$
+RESP:GTSTT,500700,868574042950704,,11,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,110000,12,20260201124641,5B20$,,,,,,,,,,
+RESP:GTIGN,500700,868574042950704,,71,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,210100,12,1226:22:03,10726.8,20260201124723,5B21$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,21,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,210100,12,20260201124723,5B22$,,,,,,,,,,
+RESP:GTIGF,500700,868574042950704,,4,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,110000,12,1226:22:07,10726.8,20260201124727,5B23$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,11,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,110000,12,20260201124727,5B24$,,,,,,,,,,
+RESP:GTIGN,500700,868574042950704,,2,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,210100,12,1226:22:07,10726.8,20260201124729,5B25$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,21,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE6F,6,210100,12,20260201124729,5B26$,,,,,,,,,,
+RESP:GTIGL,500700,868574042950704,,,1,1,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE34,4,12,10726.8,20260201124737,5B27$,,,,,,,,
+RESP:GTIGL,500700,868574042950704,,,0,1,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE34,4,12,10726.8,20260201124737,5B28$,,,,,,,,
+RESP:GTIGL,500700,868574042950704,,,1,1,0,0,265,20,-81.697483,12.584953,20260201124616,732,101,3B2E,BBAFE34,4,12,10726.8,20260201124737,5B29$,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,22,0,0,140,26.9,-81.697551,12.584921,20260201124750,732,101,3B2E,BBAFE34,6,220100,12,20260201124751,5B2A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,11,1,1,18.9,251,22.3,-81.697775,12.584908,20260201124805,732,101,3B2E,BBAFE6F,4,12,10726.8,1226:22:42,,,100,220100,,,,20260201124805,5B2B$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,6.8,216,18.6,-81.698551,12.583815,20260201124826,732,101,3B2E,BBAFE6F,4,12,10727,1226:23:07,,,100,220100,,,,20260201124830,5B2C$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,11.1,200,16.9,-81.698581,12.583694,20260201124902,732,101,3B2E,BBAFE6F,4,12,10727,1226:23:37,,,100,220100,,,,20260201124902,5B2D$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,16.8,150,17,-81.698478,12.58366,20260201124905,732,101,3B2E,BBAFE6F,4,12,10727,1226:23:42,,,100,220100,,,,20260201124905,5B2E$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,29,87,16.9,-81.69827,12.583667,20260201124908,732,101,3B2E,BBAFE6F,4,12,10727,1226:23:42,,,100,220100,,,,20260201124908,5B2F$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,28.2,116,16.9,-81.696817,12.583592,20260201124926,732,101,3B2E,BBAFE6F,4,12,10727.2,1226:24:07,,,100,220100,,,,20260201124930,5B30$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,29.7,130,18.8,-81.696427,12.583313,20260201124932,732,101,3B2E,BBAFE6F,4,12,10727.3,1226:24:07,,,100,220100,,,,20260201124932,5B31$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,29.2,101,42,-81.694648,12.582731,20260201125026,732,101,3B2E,BBAFE33,4,12,10727.5,1226:25:07,,,100,220100,,,,20260201125030,5B32$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,30,146,45.9,-81.692712,12.58175,20260201125053,732,101,3B2E,BBAFE03,4,12,10727.7,1226:25:27,,,100,220100,,,,20260201125053,5B33$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,20.2,100,32.7,-81.691993,12.581114,20260201125111,732,101,3B2E,BBAFE02,4,12,10727.8,1226:25:47,,,100,220100,,,,20260201125111,5B34$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,24.2,32,31.1,-81.691861,12.581419,20260201125117,732,101,3B2E,BBAFE02,4,12,10727.9,1226:25:52,,,100,220100,,,,20260201125117,5B35$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,21.3,350,25.4,-81.691862,12.581826,20260201125126,732,101,3B2E,BBAFE02,4,12,10727.9,1226:26:07,,,100,220100,,,,20260201125129,5B36$
+RESP:GTFRI,500700,868574042950704,,,11,1,1,32.1,327,22.9,-81.691986,12.582041,20260201125129,732,101,3B2E,BBAFE02,4,12,10727.9,1226:26:07,,,100,220100,,,,20260201125129,5B37$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125226,732,101,3B2E,BBAFE02,4,12,10728,1226:28:02,,,100,220100,,,,20260201125325,5B38$
+RESP:GTSTT,500700,868574042950704,,21,0,0,337,18.6,-81.692329,12.582681,20260201125326,732,101,3B2E,BBAFE02,6,210100,12,20260201125327,5B39$,,,,,,,,,,
+RESP:GTSTT,500700,868574042950704,,22,0,0,337,18.6,-81.692329,12.582681,20260201125341,732,101,3B2E,BBAFE02,6,220100,12,20260201125342,5B3A$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125326,732,101,3B2E,BBAFE33,4,12,10728,1226:29:02,,,100,220100,,,,20260201125425,5B3B$
+RESP:GTSTT,500700,868574042950704,,21,0,0,337,18.6,-81.692329,12.582681,20260201125429,732,101,3B2E,BBAFE33,6,210100,12,20260201125431,5B3C$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125426,732,101,3B2E,BBAFE33,4,12,10728,1226:30:02,,,100,210100,,,,20260201125525,5B3D$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125526,732,101,3B2E,BBAFE33,4,12,10728,1226:31:02,,,100,210100,,,,20260201125625,5B3E$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125626,732,101,3B2E,BBAFE33,4,12,10728,1226:32:02,,,100,210100,,,,20260201125725,5B3F$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125726,732,101,3B2E,BBAFE33,4,12,10728,1226:33:02,,,100,210100,,,,20260201125825,5B40$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125826,732,101,3B2E,BBAFE33,4,12,10728,1226:34:02,,,100,210100,,,,20260201125925,5B41$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201125926,732,101,3B2E,BBAFE33,4,12,10728,1226:35:02,,,100,210100,,,,20260201130025,5B42$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130026,732,101,3B2E,BBAFE33,4,12,10728,1226:36:02,,,100,210100,,,,20260201130125,5B43$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130126,732,101,3B2E,BBAFE33,4,12,10728,1226:37:02,,,100,210100,,,,20260201130225,5B44$
+RESP:GTSTT,500700,868574042950704,,22,0,0,337,18.6,-81.692329,12.582681,20260201130229,732,101,3B2E,BBAFE33,6,220100,12,20260201130232,5B45$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130226,732,101,3B2E,BBAFE33,4,12,10728,1226:38:02,,,100,220100,,,,20260201130325,5B46$
+RESP:GTSTT,500700,868574042950704,,21,0,0,337,18.6,-81.692329,12.582681,20260201130326,732,101,3B2E,BBAFE33,6,210100,12,20260201130329,5B47$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130326,732,101,3B2E,BBAFE33,4,12,10728,1226:39:02,,,100,210100,,,,20260201130425,5B48$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130426,732,101,3B2E,BBAFE33,4,12,10728,1226:40:02,,,100,210100,,,,20260201130525,5B49$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130526,732,101,3B2E,BBAFE33,4,12,10728,1226:41:02,,,100,210100,,,,20260201130625,5B4A$
+RESP:GTSTT,500700,868574042950704,,22,0,0,337,18.6,-81.692329,12.582681,20260201130650,732,101,3B2E,BBAFE33,6,220100,12,20260201130652,5B4B$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130626,732,101,3B2E,BBAFE33,4,12,10728,1226:42:02,,,100,220100,,,,20260201130725,5B4C$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,337,18.6,-81.692329,12.582681,20260201130726,732,101,3B2E,BBAFE33,4,12,10728,1226:43:02,,,100,220100,,,,20260201130825,5B4D$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,10.7,-81.692354,12.582766,20260201130826,732,101,3B2E,BBAFE33,4,12,10728,1226:44:02,,,100,220100,,,,20260201130925,5B4E$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,10.7,-81.692354,12.582766,20260201130926,732,101,3B2E,BBAFE33,4,12,10728,1226:45:02,,,100,220100,,,,20260201131025,5B4F$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131026,732,101,3B2E,BBAFE33,4,12,10728,1226:46:02,,,100,220100,,,,20260201131125,5B50$
+RESP:GTSTT,500700,868574042950704,,21,0,0,339,11,-81.692354,12.582783,20260201131214,732,101,3B2E,BBAFE33,6,210100,12,20260201131217,5B51$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131126,732,101,3B2E,BBAFE33,4,12,10728,1226:47:02,,,100,210100,,,,20260201131225,5B52$
+RESP:GTSTT,500700,868574042950704,,22,0,0,339,11,-81.692354,12.582783,20260201131244,732,101,3B2E,BBAFE33,6,220100,12,20260201131245,5B53$,,,,,,,,,,
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131226,732,101,3B2E,BBAFE33,4,12,10728,1226:48:02,,,100,220100,,,,20260201131325,5B54$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131326,732,101,3B2E,BBAFE33,4,12,10728,1226:49:02,,,100,220100,,,,20260201131425,5B55$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131426,732,101,3B2E,BBAFE33,4,12,10728,1226:50:02,,,100,220100,,,,20260201131525,5B56$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131526,732,101,3B2E,BBAFE33,4,12,10728,1226:51:02,,,100,220100,,,,20260201131625,5B57$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131626,732,101,3B2E,BBAFE33,4,12,10728,1226:52:02,,,100,220100,,,,20260201131725,5B58$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131726,732,101,3B2E,BBAFE33,4,12,10728,1226:53:02,,,100,220100,,,,20260201131825,5B59$
+RESP:GTFRI,500700,868574042950704,,,10,1,1,0,339,11,-81.692354,12.582783,20260201131826,732,101,3B2E,BBAFE33,4,12,10728,1226:53:17,,,100,220100,,,,20260201131841,5B5A$
